{4.0000000048799365, 1.}
{4.000000078074725, 0.9999999999999999}
{4.000000395217447, 0.9999999999999861}
{4.000001248923828, 0.9999999999996723}
{4.0000030486336, 0.9999999999961889}
{4.000006320389338, 0.999999999971728 + 3.703258014994655*^-10*I}
{4.000011706553726, 0.9999999998462731 + 1.4773053675360792*^-9*I}
{4.000019965466433, 0.9999999993344164 + 4.8862576751145*^-9*I}
{4.000031971042059, 0.9999999975797244 + 1.3992958722329509*^-8*I}
{4.000048712310884, 0.9999999923353883 + 3.572765637041124*^-8*I}
{4.000071292904347, 0.999999978309905 + 8.302962640545969*^-8*I}
{4.000100930487503, 0.999999944103819 + 1.7828003055224408*^-7*I}
{4.000138956140858, 0.9999998669457768 + 3.5762755238358514*^-7*I}
{4.000186813694302, 0.9999997042331942 + 6.758162144402201*^-7*I}
{4.0002460590160105, 0.9999993807629086 + 1.210626967457159*^-6*I}
{4.000318359259431, 0.9999987705984716 + 2.065370952985569*^-6*I}
{4.0004054920717, 0.9999976728849018 + 3.3670664682891942*^-6*I}
{4.0005093447669795, 0.9999957817145437 + 5.257105908427005*^-6*I}
{4.0006319134684505, 0.9999926514641209 + 7.870569659149837*^-6*I}
{4.000775302222831, 0.9999876608775117 + 0.000011300150264733751*I}
{4.000941722091489, 0.9999799814378743 + 0.00001554124514383058*I}
{4.001133490222371, 0.9999685579463451 + 0.00002041648088287494*I}
{4.001353028907094, 0.9999521111872164 + 0.00002548095451086271*I}
{4.001602864627732, 0.9999291734277742 + 0.000029913788135197828*I}
{4.001885627097907, 0.9998981665339061 + 0.00003240681311772647*I}
{4.0022040483029535, 0.9998575290655061 + 0.000031066538150150416*I}
{4.002560961544007, 0.9998058925884772 + 0.000023349851378961677*I}
{4.002959300490973, 0.9997422989123045 + 6.0557993124757985*^-6*I}
{4.003402098249421, 0.9996664400383035 - 0.000024605991864277586*I}
{4.0038924864465315, 0.9995788929472615 - 0.00007285593984414567*I}
{4.00443369434127, 0.9994813140529456 - 0.00014309059283887943*I}
{4.005029047964062, 0.9993765552944182 - 0.00023954479610752917*I}
{4.005681969291232, 0.9992686670268957 - 0.00036589621760161825*I}
{4.006395975459594, 0.9991627627115517 - 0.0005248529256412138*I}
{4.00717467802652, 0.9990647362349088 - 0.0007177749652050138*I}
{4.008021782280932, 0.9989808425444859 - 0.0009443844860593281*I}
{4.00894108661061, 0.998917173192274 - 0.001202614454001242*I}
{4.009936481931277, 0.9988790768804753 - 0.0014886332390075085*I}
{4.0110119511828906, 0.9988705879468976 - 0.0017970628249192586*I}
{4.012171568898606, 0.9988939304840202 - 0.0021213846985189584*I}
{4.013419500851852, 0.9989491613266198 - 0.0024545031145917994*I}
{4.014760003786985, 0.9990340018341565 - 0.002789414023661739*I}
{4.016197425238942, 0.9991438880038523 - 0.003119912647234542*I}
{4.017736203447363, 0.9992722438039017 - 0.003441265668668949*I}
{4.0193808673705815, 0.9994109570906093 - 0.0037507761715692904*I}
{4.021136036804924, 0.999551014441306 - 0.004048180354725826*I}
{4.023006422614737, 0.9996832335629614 - 0.004335833056042125*I}
{4.024996827078543, 0.9997990216140508 - 0.0046186617494290705*I}
{4.027112144356737, 0.9998910857202953 - 0.004903893027506173*I}
{4.029357361086243, 0.9999540279970391 - 0.005200578735098831*I}
{4.031737557107532, 0.9999847703782885 - 0.005518968331262426*I}
{4.03425790632944, 0.9999827726469652 - 0.005869787834496405*I}
{4.036923677737223, 0.9999500280019811 - 0.006263492751013286*I}
{4.039740236549314, 0.9998908419205246 - 0.006709562437745953*I}
{4.042713045528288, 0.9998114197858178 - 0.007215896912922989*I}
{4.04584766645157, 0.9997193049467247 - 0.00778836531782396*I}
{4.049149761747469, 0.999622720279819 - 0.008430539598868105*I}
{4.05262509630221, 0.9995298722529122 - 0.009143629280535028*I}
{4.056279539443648, 0.9994482768431038 - 0.009926615214182023*I}
{4.060119067107526, 0.999384161865356 - 0.010776563538288283*I}
{4.064149764192138, 0.9993419911601147 - 0.011689087109373464*I}
{4.068377827107431, 0.9993241438013571 - 0.012658911327232299*I}
{4.072809566524719, 0.9993307673057441 - 0.013680495141932637*I}
{4.077451410333255, 0.9993598090622464 - 0.014748656245929763*I}
{4.082309906810166, 0.999407216087234 - 0.015859151806054673*I}
{4.087391728010344, 0.9994672807956407 - 0.017009172053174582*I}
{4.0927036733831645, 0.9995331005805554 - 0.018197712868893157*I}
{4.0982526736230565, 0.9995971121553355 - 0.019425804291582773*I}
{4.104045794761242, 0.9996516580963148 - 0.020696583651651185*I}
{4.110090242506189, 0.9996895428237051 - 0.022015213899709958*I}
{4.116393366840638, 0.9997045381286666 - 0.02338865875686362*I}
{4.122962666883355, 0.9996918038569009 - 0.02482533587485195*I}
{4.129805796024092, 0.9996481969123555 - 0.02633467669724134*I}
{4.136930567340654, 0.9995724506804554 - 0.0279266268031334*I}
{4.144344959307283, 0.9994652165874286 - 0.029611123027537673*I}
{4.152057121804065, 0.9993289691261998 - 0.03139758360754055*I}
{4.16007538243749, 0.9991677846648187 - 0.03329444518461065*I}
{4.168408253182765, 0.9989870121783543 - 0.035308776020401896*I}
{4.177064437359042, 0.998792860294695 - 0.03744598867798013*I}
{4.1860528369492505, 0.998591929434865 - 0.03970966817042539*I}
{4.19538256027682, 0.9983907202110954 - 0.042101523702489776*I}
{4.205062930052235, 0.9981951496042598 - 0.04462146414332867*I}
{4.215103491803007, 0.9980101048799546 - 0.047267789751107625*I}
{4.225514022701408, 0.9978390619263569 - 0.05003748584766858*I}
{4.236304540805039, 0.9976837899962143 - 0.052926598461145134*I}
{4.247485314726133, 0.9975441590582416 - 0.05593066767521286*I}
{4.2590668737463915, 0.9974180594931086 - 0.059045191708929204*I}
{4.271060018394988, 0.997301437100949 - 0.06226609366816458*I}
{4.283475831508457, 0.9971884397055462 - 0.06559016343407303*I}
{4.296325689792119, 0.9970716654004487 - 0.0690154491784861*I}
{4.309621275903861, 0.9969424969945963 - 0.07254157634208074*I}
{4.323374591082214, 0.9967915027329018 - 0.07616997634352662*I}
{4.337597968341927, 0.9966088800786747 - 0.07990401253048726*I}
{4.352304086261532, 0.9963849173682475 - 0.08374899663561275*I}
{4.367505983388776, 0.9961104475317956 - 0.08771209495313316*I}
{4.383217073291287, 0.9957772687984402 - 0.09180212930128806*I}
{4.399451160281378, 0.995378509286173 - 0.09602928329935735*I}
{4.416222455845554, 0.9949089154809656 - 0.10040472931353257*I}
{4.433545595811024, 0.9943650486522707 - 0.10494019540187828*I}
{4.4514356582834145, 0.9937453780167136 - 0.10964749455115848*I}
{4.469908182391786, 0.9930502647072597 - 0.11453804033509735*I}
{4.488979187879203, 0.9922818360783899 - 0.11962237377622442*I}
{4.508665195579278, 0.9914437553245397 - 0.12490972565682526*I}
{4.528983248821485, 0.9905408965642285 - 0.13040763684485157*I}
{4.5499509358105135, 0.9895789402195297 - 0.13612165647114902*I}
{4.571586413027576, 0.9885639075002436 - 0.1420551341496661*I}
{4.593908429704415, 0.9875016559182834 - 0.14820911804163542*I}
{4.6169363534237, 0.986397359883012 - 0.15458236562419359*I}
{4.640690196902693, 0.985255001477464 - 0.1611714687482968*I}
{4.66519064602043, 0.984076896447623 - 0.16797108918498477*I}
{4.69045908915222, 0.9828632792557921 - 0.17497429558957764*I}
{4.7165176478790825, 0.9816119688016316 - 0.18217298788018566*I}
{4.743389209143773, 0.9803181331885558 - 0.1895583906356048*I}
{4.771097458929365, 0.9789741678339872 - 0.19712159345256824*I}
{4.799666917540904, 0.9775696964469536 - 0.2048541134202549*I}
{4.829122976575547, 0.9760916991098363 - 0.21274845309511844*I}
{4.859491937671779, 0.9745247661072057 - 0.2207986266789822*I}
{4.890801053133806, 0.9728514704614568 - 0.22900062756583645*I}
{4.92307856853316, 0.9710528465863489 - 0.23735281203446018*I}
{4.956353767395754, 0.9691089572783455 - 0.24585617658967304*I}
{4.990657018089409, 0.9669995266460171 - 0.2545145102184778*I}
{5.026019823033938, 0.9647046127282902 - 0.2633344075132191*I}
{5.062474870363548, 0.9622052906491657 - 0.2723251340707326*I}
{5.100056088179427, 0.959484315347373 - 0.28149834162088627*I}
{5.138798701539092, 0.9565267323179404 - 0.2908676367596263*I}
{5.178739292338363, 0.9533204054839136 - 0.30044801372938196*I}
{5.219915862251736, 0.9498564333132314 - 0.3102551681579316*I}
{5.262367898907573, 0.9461294275959371 - 0.32030471478307865*I}
{5.306136445485848, 0.942137633842047 - 0.33061133770300316*I}
{5.351264173938383, 0.9378828779454939 - 0.3411879063580046*I}
{5.397795462044484, 0.9333703304342208 - 0.3520445940425951*I}
{5.4457764745288335, 0.9286080870972565 - 0.3631880380666269*I}
{5.495255248483457, 0.9236065728138358 - 0.3746205815623211*I}
{5.546281783351545, 0.91837778374059 - 0.38633963624285117*I}
{5.598908135748106, 0.9129343913461772 - 0.3983372030765071*I}
{5.653188519410865, 0.9072887398041181 - 0.4105995838198928*I}
{5.709179410594539, 0.9014517756385737 - 0.42310731068264873*I}
{5.766939659242906, 0.8954319549375156 - 0.43583531416365273*I}
