{4.0000000048799365, 1.}
{4.000000078074725, 0.9999999999999999}
{4.000000395217447, 0.9999999999999968}
{4.000001248923828, 0.9999999999999423}
{4.0000030486336, 0.9999999999994621}
{4.000006320389338, 0.9999999999966714 + 3.0318226550171424*^-10*I}
{4.000011706553726, 0.9999999999844602 + 1.0400157547881151*^-9*I}
{4.000019965466433, 0.9999999999409749 + 3.0247400981652473*^-9*I}
{4.000031971042059, 0.999999999808496 + 7.75472126167808*^-9*I}
{4.000048712310884, 0.999999999451331 + 1.7997962938740468*^-8*I}
{4.000071292904347, 0.9999999985785498 + 3.85384783885745*^-8*I}
{4.000100930487503, 0.9999999966112186 + 7.720719528177062*^-8*I}
{4.000138956140858, 0.9999999924661412 + 1.46260198026864*^-7*I}
{4.000186813694302, 0.9999999842188778 + 2.6416974671353446*^-7*I}
{4.0002460590160105, 0.9999999685979404 + 4.578958243153038*^-7*I}
{4.000318359259431, 0.9999999402495594 + 7.657066307461802*^-7*I}
{4.0004054920717, 0.9999998906983225 + 1.2406151029198517*^-6*I}
{4.0005093447669795, 0.999999806913451 + 1.9544948014212348*^-6*I}
{4.0006319134684505, 0.9999996693736973 + 3.002931950802434*^-6*I}
{4.000775302222831, 0.9999994495061412 + 4.510860624590567*^-6*I}
{4.000941722091489, 0.9999991063559369 + 6.6390146049517045*^-6*I}
{4.001133490222371, 0.9999985823258613 + 9.591211921680676*^-6*I}
{4.001353028907094, 0.9999977978069726 + 0.000013622466134430743*I}
{4.001602864627732, 0.9999966445056081 + 0.000019047891789477316*I}
{4.001885627097907, 0.9999949772582076 + 0.00002625233998720113*I}
{4.0022040483029535, 0.9999926041150821 + 0.00003570066360742658*I}
{4.002560961544007, 0.9999892744683517 + 0.000047948470599377686*I}
{4.002959300490973, 0.9999846649990443 + 0.00006365317820283489*I}
{4.003402098249421, 0.9999783632249999 + 0.00008358513162030226*I}
{4.0038924864465315, 0.999969848445975 + 0.00010863849836992654*I}
{4.00443369434127, 0.9999584699063455 + 0.00013984159547023023*I}
{4.005029047964062, 0.9999434220300845 + 0.00017836625219776783*I}
{4.005681969291232, 0.9999237166280888 + 0.00022553575817583826*I}
{4.006395975459594, 0.9998981520349831 + 0.0002828308970379434*I}
{4.00717467802652, 0.9998652792014648 + 0.0003518935221527171*I}
{4.008021782280932, 0.9998233648488429 + 0.000434527095377891*I}
{4.00894108661061, 0.9997703518839455 + 0.0005326935851243482*I}
{4.009936481931277, 0.999703817373776 + 0.000648506108769534*I}
{4.0110119511828906, 0.9996209284883149 + 0.0007842167091761124*I}
{4.012171568898606, 0.9995183969342707 + 0.0009421986780316448*I}
{4.013419500851852, 0.9993924325193345 + 0.0011249228818445494*I}
{4.014760003786985, 0.9992386966020568 + 0.001334927611116348*I}
{4.016197425238942, 0.99905225629284 + 0.0015747815602192021*I}
{4.017736203447363, 0.998827540372445 + 0.0018470396548324248*I}
{4.0193808673705815, 0.9985582979813648 + 0.002154191574560015*I}
{4.021136036804924, 0.998237561202014 + 0.0024986029687658956*I}
{4.023006422614737, 0.9978576127017058 + 0.0028824495309817187*I}
{4.024996827078543, 0.9974099596240777 + 0.003307644277803733*I}
{4.027112144356737, 0.9968853149068914 + 0.00377575856750185*I}
{4.029357361086243, 0.9962735871627022 + 0.004287937586409036*I}
{4.031737557107532, 0.9955638801845232 + 0.00484481122180478*I}
{4.03425790632944, 0.9947445030311931 + 0.005446401422401217*I}
{4.036923677737223, 0.9938029915077942 + 0.006092027315565909*I}
{4.039740236549314, 0.992726141687464 + 0.006780209498147811*I}
{4.042713045528288, 0.9915000559258151 + 0.007508575039748058*I}
{4.04584766645157, 0.990110201602461 + 0.008273764828737923*I}
{4.049149761747469, 0.9885414825913151 + 0.009071344948442379*I}
{4.05262509630221, 0.9867783232185289 + 0.009895723790952285*I}
{4.056279539443648, 0.9848047642207458 + 0.010740076597500599*I}
{4.060119067107526, 0.9826045699735452 + 0.01159627905702675*I}
{4.064149764192138, 0.9801613460271913 + 0.012454851499537265*I}
{4.068377827107431, 0.9774586657703883 + 0.013304915090457626*I}
{4.072809566524719, 0.9744802048483846 + 0.01413416126978146*I}
{4.077451410333255, 0.9712098817943624 + 0.014928835489829392*I}
{4.082309906810166, 0.9676320031965451 + 0.015673736092953687*I}
{4.087391728010344, 0.9637314116207296 + 0.016352228941217614*I}
{4.0927036733831645, 0.9594936344407831 + 0.016946278169889983*I}
{4.0982526736230565, 0.954905031698669 + 0.01743649319154372*I}
{4.104045794761242, 0.9499529411203841 + 0.017802191833505707*I}
{4.110090242506189, 0.9446258184533782 + 0.018021479253909192*I}
{4.116393366840638, 0.9389133713623349 + 0.018071342055687604*I}
{4.122962666883355, 0.9328066852206108 + 0.017927756807933765*I}
{4.129805796024092, 0.9262983392606198 + 0.017565811993830765*I}
{4.136930567340654, 0.9193825116940197 + 0.016959842236773007*I}
{4.144344959307283, 0.9120550725775184 + 0.01608357351348421*I}
{4.152057121804065, 0.9043136633781289 + 0.014910277946273587*I}
{4.16007538243749, 0.896157762378512 + 0.013412936676683545*I}
{4.168408253182765, 0.8875887352544999 + 0.011564409259621877*I}
{4.177064437359042, 0.8786098703491437 + 0.009337607979978792*I}
{4.1860528369492505, 0.869226398357107 + 0.006705675481519323*I}
{4.19538256027682, 0.8594454963167879 + 0.003642164108890691*I}
{4.205062930052235, 0.8492762759824517 + 0.00012121539592132464*I}
{4.215103491803007, 0.8387297568125951 - 0.0038822618152177706*I}
{4.225514022701408, 0.8278188239619183 - 0.008392416071374384*I}
{4.236304540805039, 0.8165581718012191 - 0.013432282187495639*I}
{4.247485314726133, 0.8049642336113049 - 0.019023615578825676*I}
{4.2590668737463915, 0.793055098203021 - 0.02518673321471337*I}
{4.271060018394988, 0.7808504143055368 - 0.03194036225293062*I}
{4.283475831508457, 0.7683712836391928 - 0.03930149729941487*I}
{4.296325689792119, 0.7556401436479054 - 0.047285267122100016*I}
{4.309621275903861, 0.7426806409099728 - 0.05590481153093249*I}
{4.323374591082214, 0.7295174962759784 - 0.0651711690210239*I}
{4.337597968341927, 0.716176362799332 - 0.07509317566369035*I}
{4.352304086261532, 0.7026836775299551 - 0.08567737562217329*I}
{4.367505983388776, 0.6890665082359109 - 0.09692794356620568*I}
{4.383217073291287, 0.6753523961026472 - 0.1088466191631426*I}
{4.399451160281378, 0.6615691954362602 - 0.12143265373377254*I}
{4.416222455845554, 0.6477449113670491 - 0.13468276907862084*I}
{4.433545595811024, 0.6339075365138688 - 0.14859112840582828*I}
{4.4514356582834145, 0.6200848875295908 - 0.16314931922464632*I}
{4.469908182391786, 0.6063044424044634 - 0.17834634800919955*I}
{4.488979187879203, 0.592593179358376 - 0.1941686463852617*I}
{4.508665195579278, 0.5789774181059276 - 0.21060008854809667*I}
{4.528983248821485, 0.5654826642306217 - 0.22762201958156264*I}
{4.5499509358105135, 0.5521334573572303 - 0.2452132943172269*I}
{4.571586413027576, 0.5389532237650256 - 0.2633503263466845*I}
{4.593908429704415, 0.5259641340397174 - 0.2820071467800846*I}
{4.6169363534237, 0.5131869663190163 - 0.3011554723284693*I}
{4.640690196902693, 0.500640975646105 - 0.3207647822763443*I}
{4.66519064602043, 0.48834376990721445 - 0.34080240390334715*I}
{4.69045908915222, 0.47631119279412654 - 0.3612336059093832*I}
{4.7165176478790825, 0.4645572141998845 - 0.3820216993956076*I}
{4.743389209143773, 0.45309382842627477 - 0.40312814595361113*I}
{4.771097458929365, 0.4419309605547474 - 0.4245126724166228*I}
{4.799666917540904, 0.4310763813082439 - 0.4461333918290061*I}
{4.829122976575547, 0.42053563070977484 - 0.46794693019337086*I}
