{4.0000000048799365, 1.}
{4.000000078074725, 1.}
{4.000000395217447, 1.}
{4.000001248923828, 1.}
{4.0000030486336, 1.}
{4.000006320389338, 1.}
{4.000011706553726, 1.}
{4.000019965466433, 1.}
{4.000031971042059, 1.}
{4.000048712310884, 1.}
{4.000071292904347, 1.}
{4.000100930487503, 1.}
{4.000138956140858, 1.}
{4.000186813694302, 1.}
{4.0002460590160105, 1.}
{4.000318359259431, 1.}
{4.0004054920717, 1.}
{4.0005093447669795, 1.}
{4.0006319134684505, 1.}
{4.000775302222831, 1.}
{4.000941722091489, 1.}
{4.001133490222371, 1.}
{4.001353028907094, 1.}
{4.001602864627732, 1.}
{4.001885627097907, 1.}
{4.0022040483029535, 1.}
{4.002560961544007, 1.}
{4.002959300490973, 0.9999999999999999}
{4.003402098249421, 0.9999999999999999}
{4.0038924864465315, 0.9999999999999998}
{4.00443369434127, 0.9999999999999996}
{4.005029047964062, 0.9999999999999991}
{4.005681969291232, 0.9999999999999983}
{4.006395975459594, 0.9999999999999969}
{4.00717467802652, 0.9999999999999944}
{4.008021782280932, 0.9999999999999906}
{4.00894108661061, 0.9999999999999841}
{4.009936481931277, 0.9999999999999738}
{4.0110119511828906, 0.999999999999958}
{4.012171568898606, 0.9999999999999339}
{4.013419500851852, 0.9999999999998984}
{4.014760003786985, 0.9999999999998469}
{4.016197425238942, 0.9999999999997737}
{4.017736203447363, 0.9999999999996719}
{4.0193808673705815, 0.9999999999995332}
{4.021136036804924, 0.9999999999993477}
{4.023006422614737, 0.9999999999991048}
{4.024996827078543, 0.9999999999987927}
{4.027112144356737, 0.9999999999983997}
{4.029357361086243, 0.9999999999979142}
{4.031737557107532, 0.9999999999973268}
{4.03425790632944, 0.9999999999966304}
{4.036923677737223, 0.9999999999958221}
{4.039740236549314, 0.9999999999949053}
{4.042713045528288, 0.9999999999938901}
{4.04584766645157, 0.9999999999927954}
{4.049149761747469, 0.9999999999916499}
{4.05262509630221, 0.9999999999904923}
{4.056279539443648, 0.9999999999893716}
{4.060119067107526, 0.9999999999883462}
{4.064149764192138, 0.9999999999874815 - 1.2875258421543057*^-10*I}
{4.068377827107431, 0.9999999999868467 - 1.7015082326301605*^-10*I}
{4.072809566524719, 0.9999999999865109 - 2.2387376599559928*^-10*I}
{4.077451410333255, 0.9999999999865363 - 2.934167666834644*^-10*I}
{4.082309906810166, 0.9999999999869721 - 3.8324239601350675*^-10*I}
{4.087391728010344, 0.9999999999878459 - 4.990403975403345*^-10*I}
{4.0927036733831645, 0.9999999999891553 - 6.480529542759396*^-10*I}
{4.0982526736230565, 0.9999999999908581 - 8.394799156593825*^-10*I}
{4.104045794761242, 0.9999999999928637 - 1.0849815234392425*^-9*I}
{4.110090242506189, 0.9999999999950252 - 1.3992995881413634*^-9*I}
{4.116393366840638, 0.999999999997132 - 1.801022100981884*^-9*I}
{4.122962666883355, 0.999999999998906 - 2.3135210307595006*^-9*I}
{4.129805796024092, 1. - 2.9660986810503207*^-9*I}
{4.136930567340654, 1. - 3.795384619786879*^-9*I}
{4.144344959307283, 0.9999999999984321 - 4.847033013227525*^-9*I}
{4.152057121804065, 0.9999999999947746 - 6.177779396170113*^-9*I}
{4.16007538243749, 0.9999999999884747 - 7.857926713674506*^-9*I}
{4.168408253182765, 0.9999999999789707 - 9.974343129509964*^-9*I}
{4.177064437359042, 0.9999999999657206 - 1.2634068897969041*^-8*I}
{4.1860528369492505, 0.9999999999482333 - 1.596864685829078*^-8*I}
{4.19538256027682, 0.9999999999261042 - 2.0139311192240115*^-8*I}
{4.205062930052235, 0.9999999998990539 - 2.534319238410148*^-8*I}
{4.215103491803007, 0.999999999866966 - 3.1820723282047795*^-8*I}
{4.225514022701408, 0.9999999998299243 - 3.986446227312872*^-8*I}
{4.236304540805039, 0.9999999997882456 - 4.982958539718055*^-8*I}
{4.247485314726133, 0.9999999997425066 - 6.214634034276327*^-8*I}
{4.2590668737463915, 0.9999999996935603 - 7.733480236030613*^-8*I}
{4.271060018394988, 0.9999999996425424 - 9.602232593457035*^-8*I}
{4.283475831508457, 0.9999999995908614 - 1.1896414739918577*^-7*I}
{4.296325689792119, 0.9999999995401737 - 1.4706766345561918*^-7*I}
{4.309621275903861, 0.99999999949234 - 1.8142098977800064*^-7*I}
{4.323374591082214, 0.9999999994493622 - 2.2332649364939815*^-7*I}
{4.337597968341927, 0.999999999413303 - 2.743400961058544*^-7*I}
{4.352304086261532, 0.9999999993861856 - 3.3631725371071594*^-7*I}
{4.367505983388776, 0.9999999993698794 - 4.1146665933238713*^-7*I}
{4.383217073291287, 0.9999999993659737 - 5.024128467957641*^-7*I}
{4.399451160281378, 0.9999999993756438 - 6.122690478306188*^-7*I}
{4.416222455845554, 0.999999999399517 - 7.447218333402307*^-7*I}
{4.433545595811024, 0.9999999994375456 - 9.041292768484074*^-7*I}
{4.4514356582834145, 0.999999999488895 - 1.0956346084521914*^-6*I}
{4.469908182391786, 0.9999999995518565 - 1.3252975853371224*^-6*I}
{4.488979187879203, 0.9999999996237942 - 1.6002460927689942*^-6*I}
{4.508665195579278, 0.9999999997011351 - 1.9288508105822017*^-6*I}
{4.528983248821485, 0.9999999997794109 - 2.3209261379282007*^-6*I}
{4.5499509358105135, 0.9999999998533585 - 2.787960967093374*^-6*I}
{4.571586413027576, 0.9999999999170832 - 3.3433833394933233*^-6*I}
{4.593908429704415, 0.9999999999642862 - 4.002863507739059*^-6*I}
{4.6169363534237, 0.9999999999885535 - 4.784660471478203*^-6*I}
{4.640690196902693, 0.9999999999836978 - 5.710017656355184*^-6*I}
{4.66519064602043, 0.9999999999441399 - 6.8036140699983855*^-6*I}
{4.69045908915222, 0.9999999998653082 - 8.0940780017783*^-6*I}
{4.7165176478790825, 0.9999999997440293 - 9.614571139773598*^-6*I}
{4.743389209143773, 0.999999999578872 - 0.000011403451864718327*I}
{4.771097458929365, 0.9999999993704018 - 0.000013505027452630098*I}
{4.799666917540904, 0.9999999991212926 - 0.00001597040598138875*I}
{4.829122976575547, 0.9999999988362317 - 0.000018858459897840657*I}
{4.859491937671779, 0.9999999985215551 - 0.00002223691446709889*I}
{4.890801053133806, 0.9999999981845291 - 0.0000261835757005141*I}
{4.92307856853316, 0.9999999978322011 - 0.00003078771384898131*I}
{4.956353767395754, 0.9999999974697269 - 0.000036151620159129575*I}
{4.990657018089409, 0.9999999970980811 - 0.00004239235632630336*I}
{5.026019823033938, 0.9999999967110511 - 0.00004964371794419475*I}
{5.062474870363548, 0.9999999962914078 - 0.00005805843524976575*I}
{5.100056088179427, 0.9999999958061387 - 0.00006781063659587843*I}
