{4.0000000048799365, 0.9999999999998692}
{4.000000078074725, 0.9999999999665318 + 5.83284733305157*^-9*I}
{4.000000395217447, 0.999999999142444 + 6.642477760064043*^-8*I}
{4.000001248923828, 0.999999991437428 + 3.730568099396221*^-7*I}
{4.0000030486336, 0.9999999489940717 + 1.4220266396246424*^-6*I}
{4.000006320389338, 0.9999997808831228 + 4.240953619154749*^-6*I}
{4.000011706553726, 0.9999992489292818 + 0.000010674050109624896*I}
{4.000019965466433, 0.9999978181676838 + 0.00002371860677844764*I}
{4.000031971042059, 0.9999944157881491 + 0.000047899165429990206*I}
{4.000048712310884, 0.999987070223732 + 0.00008965805543770524*I}
{4.000071292904347, 0.9999724020650965 + 0.00015773100589390481*I}
{4.000100930487503, 0.9999449416967414 + 0.0002634646419073518*I}
{4.000138956140858, 0.9998962560425164 + 0.0004210194438020764*I}
{4.000186813694302, 0.9998138796742959 + 0.0006473883037001296*I}
{4.0002460590160105, 0.9996800647086369 + 0.0009621488547185447*I}
{4.000318359259431, 0.9994703899026054 + 0.0013868596002817087*I}
{4.0004054920717, 0.9991523019424076 + 0.0019440084348948874*I}
{4.0005093447669795, 0.9986836998034743 + 0.0026554307077574788*I}
{4.0006319134684505, 0.9980117135584959 + 0.0035401358435491865*I}
{4.000775302222831, 0.997071867816475 + 0.004611519475292012*I}
{4.000941722091489, 0.9957878511612539 + 0.005873993577481642*I}
{4.001133490222371, 0.994072129270837 + 0.007319139639756936*I}
{4.001353028907094, 0.991827632974175 + 0.008921576032760597*I}
{4.001602864627732, 0.9889507160027048 + 0.010634823474622659*I}
{4.001885627097907, 0.9853355053204819 + 0.012387541429012404*I}
{4.0022040483029535, 0.9808796580980239 + 0.01408057987195953*I}
{4.002560961544007, 0.9754913973455054 + 0.015585330045004054*I}
{4.002959300490973, 0.9690975329635809 + 0.016743849998687638*I}
{4.003402098249421, 0.9616520029135917 + 0.017371174635893556*I}
{4.0038924864465315, 0.9531443119740818 + 0.017260090450174757*I}
{4.00443369434127, 0.9436071274629438 + 0.016188465619389594*I}
{4.005029047964062, 0.9331222357804393 + 0.013928989765215382*I}
{4.005681969291232, 0.9218240890062989 + 0.010260917163262414*I}
{4.006395975459594, 0.9099002863962249 + 0.004983152321965292*I}
{4.00717467802652, 0.8975885389767394 - 0.0020721992435704184*I}
{4.008021782280932, 0.885169941233514 - 0.011026838133617703*I}
{4.00894108661061, 0.8729586952585889 - 0.021944910389664073*I}
{4.009936481931277, 0.8612887645950098 - 0.03482429650853055*I}
{4.0110119511828906, 0.8504982390572235 - 0.0495914031895985*I}
{4.012171568898606, 0.8409124320146437 - 0.06610005331842471*I}
{4.013419500851852, 0.8328268795772454 - 0.08413474566944143*I}
{4.014760003786985, 0.8264914498891454 - 0.10341820016742449*I}
{4.016197425238942, 0.8220966968944885 - 0.1236227553683184*I}
{4.017736203447363, 0.8197634164305089 - 0.1443848782083413*I}
{4.0193808673705815, 0.8195361045570575 - 0.16532181159752699*I}
{4.021136036804924, 0.8213807076848821 - 0.1860492429089092*I}
{4.023006422614737, 0.8251867239524912 - 0.20619883431509275*I}
{4.024996827078543, 0.8307733974619482 - 0.22543451150649185*I}
{4.027112144356737, 0.8378994692643948 - 0.2434665481586629*I}
{4.029357361086243, 0.8462757324581378 - 0.2600626900047406*I}
{4.031737557107532, 0.8555794963277022 - 0.27505581076744057*I}
{4.03425790632944, 0.8654700006116515 - 0.2883478576450776*I}
{4.036923677737223, 0.8756038325860125 - 0.29991010319742256*I}
{4.039740236549314, 0.8856494773297553 - 0.30977995359120586*I}
{4.042713045528288, 0.8953002615801212 - 0.31805475538330247*I}
{4.04584766645157, 0.9042851178628976 - 0.32488318495061325*I}
{4.049149761747469, 0.9123767813893645 - 0.33045489232832237*I}
{4.05262509630221, 0.9193972217947859 - 0.3349891054357591*I}
{4.056279539443648, 0.9252202915046109 - 0.33872288622841434*I}
{4.060119067107526, 0.9297717315479632 - 0.3418996748526105*I}
