{4.0000000048799365, 1.}
{4.000000078074725, 1.}
{4.000000395217447, 1.}
{4.000001248923828, 1.}
{4.0000030486336, 0.9999999999999999}
{4.000006320389338, 0.9999999999999986}
{4.000011706553726, 0.9999999999999896}
{4.000019965466433, 0.9999999999999407}
{4.000031971042059, 0.9999999999997264}
{4.000048712310884, 0.9999999999989263}
{4.000071292904347, 0.9999999999963037}
{4.000100930487503, 0.9999999999885831}
{4.000138956140858, 0.9999999999678122 + 2.0352287781106252*^-10*I}
{4.000186813694302, 0.9999999999160564 + 4.5662177124598407*^-10*I}
{4.0002460590160105, 0.9999999997953464 + 9.66990709351236*^-10*I}
{4.000318359259431, 0.9999999995295974 + 1.946604119872292*^-9*I}
{4.0004054920717, 0.999999998973547 + 3.7463517577814615*^-9*I}
{4.0005093447669795, 0.9999999978615354 + 6.925495304670386*^-9*I}
{4.0006319134684505, 0.9999999957261356 + 1.2344847507289276*^-8*I}
{4.000775302222831, 0.9999999917732351 + 2.12868155339052*^-8*I}
{4.000941722091489, 0.9999999846962812 + 3.560349938559543*^-8*I}
{4.001133490222371, 0.9999999724082427 + 5.789067124099084*^-8*I}
{4.001353028907094, 0.9999999516657928 + 9.168034091032354*^-8*I}
{4.001602864627732, 0.9999999175568216 + 1.4163745900646038*^-7*I}
{4.001885627097907, 0.9999998628203663 + 2.1373698107842272*^-7*I}
{4.0022040483029535, 0.9999997769682847 + 3.1538608810066364*^-7*I}
{4.002560961544007, 0.9999996451814598 + 4.554432082868342*^-7*I}
{4.002959300490973, 0.9999994469610048 + 6.440713639936469*^-7*I}
{4.003402098249421, 0.999999154527667 + 8.923494472631131*^-7*I}
{4.0038924864465315, 0.9999987309809831 + 1.2115528984152825*^-6*I}
{4.00443369434127, 0.9999981282537732 + 1.6120068672845025*^-6*I}
{4.005029047964062, 0.999997284926725 + 2.101412432879978*^-6*I}
{4.005681969291232, 0.9999961240007678 + 2.6825519995843756*^-6*I}
{4.006395975459594, 0.9999945507595019 + 3.350295452399704*^-6*I}
{4.00717467802652, 0.9999924508871914 + 4.087855324039841*^-6*I}
{4.008021782280932, 0.9999896890361999 + 4.862277487236533*^-6*I}
{4.00894108661061, 0.9999861080573892 + 5.619202968572938*^-6*I}
{4.009936481931277, 0.9999815291141217 + 6.276994316640994*^-6*I}
{4.0110119511828906, 0.9999757528918893 + 6.720383173937064*^-6*I}
{4.012171568898606, 0.9999685620889618 + 6.793859785335421*^-6*I}
{4.013419500851852, 0.9999597253279936 + 6.295084804713629*^-6*I}
{4.014760003786985, 0.999949002565037 + 4.968653276864169*^-6*I}
{4.016197425238942, 0.999936151993502 + 2.5005746377164718*^-6*I}
{4.017736203447363, 0.9999209383505271 - 1.4861536437418072*^-6*I}
{4.0193808673705815, 0.9999031424376239 - 7.434510874328208*^-6*I}
{4.021136036804924, 0.9998825715728932 - 0.00001585462328382957*I}
{4.023006422614737, 0.9998590706054793 - 0.000027322865897484642*I}
{4.024996827078543, 0.9998325330508706 - 0.0000424787043624156*I}
{4.027112144356737, 0.9998029118539296 - 0.00006201918496004513*I}
{4.029357361086243, 0.9997702292595702 - 0.00008669109354771808*I}
{4.031737557107532, 0.999734585271486 - 0.00011728092253781234*I}
{4.03425790632944, 0.9996961642080656 - 0.00015460290213437376*I}
{4.036923677737223, 0.9996552389205166 - 0.00019948546090451156*I}
{4.039740236549314, 0.9996121723183556 - 0.00025275657498583437*I}
{4.042713045528288, 0.9995674159475036 - 0.00031522853949564724*I}
{4.04584766645157, 0.999521505480777 - 0.0003876827460505667*I}
{4.049149761747469, 0.9994750531035294 - 0.00047085507431018713*I}
{4.05262509630221, 0.9994287369022204 - 0.0005654225023041719*I}
{4.056279539443648, 0.9993832874846642 - 0.0006719915106937149*I}
{4.060119067107526, 0.9993394721720279 - 0.0007910888021208961*I}
{4.064149764192138, 0.9992980771995483 - 0.0009231547816009847*I}
{4.068377827107431, 0.9992598884416359 - 0.0010685401515432818*I}
{4.072809566524719, 0.9992256712348908 - 0.001227505870020186*I}
{4.077451410333255, 0.9991961499080527 - 0.0014002266081693786*I}
{4.082309906810166, 0.9991719876406162 - 0.0015867977269238035*I}
{4.087391728010344, 0.9991537672623627 - 0.0017872456791880546*I}
{4.0927036733831645, 0.9991419735758127 - 0.002001541635259261*I}
{4.0982526736230565, 0.9991369777347412 - 0.002229618030302731*I}
{4.104045794761242, 0.9991390241470888 - 0.0024713876459625164*I}
{4.110090242506189, 0.9991482202928621 - 0.002726764765943707*I}
{4.116393366840638, 0.9991645297601709 - 0.0029956878891747242*I}
{4.122962666883355, 0.9991877687086526 - 0.003278143444797956*I}
{4.129805796024092, 0.9992176058723827 - 0.0035741899309766983*I}
{4.136930567340654, 0.9992535661169555 - 0.003883981894022607*I}
{4.144344959307283, 0.9992950374705035 - 0.004207793174843564*I}
{4.152057121804065, 0.9993412814584318 - 0.004546038875000597*I}
{4.16007538243749, 0.9993914464886593 - 0.004899295533253962*I}
{4.168408253182765, 0.999444583959907 - 0.005268319053660149*I}
{4.177064437359042, 0.9994996667013921 - 0.005654059986194511*I}
{4.1860528369492505, 0.9995556092991735 - 0.006057675828580847*I}
{4.19538256027682, 0.9996112898230015 - 0.00648054009155181*I}
{4.205062930052235, 0.9996655724381842 - 0.0069242479472140074*I}
{4.215103491803007, 0.9997173303697597 - 0.007390618359689629*I}
{4.225514022701408, 0.9997654686809628 - 0.00788169267699333*I}
{4.236304540805039, 0.999808946334185 - 0.008399729741543254*I}
{4.247485314726133, 0.9998467970197678 - 0.008947197652302702*I}
{4.2590668737463915, 0.9998781482652848 - 0.00952676238295803*I}
{4.271060018394988, 0.9999022383746069 - 0.010141273526567938*I}
{4.283475831508457, 0.9999184307910302 - 0.010793747496734871*I}
{4.296325689792119, 0.9999262255310566 - 0.011487348567670448*I}
{4.309621275903861, 0.9999252673939518 - 0.012225368179823788*I}
{4.323374591082214, 0.9999153507158393 - 0.013011202973428948*I}
{4.337597968341927, 0.9998964205046852 - 0.01384833203895812*I}
{4.352304086261532, 0.9998685698629136 - 0.014740293890724687*I}
{4.367505983388776, 0.9998320336764246 - 0.015690663677572863*I}
{4.383217073291287, 0.99978717862131 - 0.016703031142644417*I}
{4.399451160281378, 0.9997344896114463 - 0.01778097983266604*I}
{4.416222455845554, 0.9996745528802815 - 0.018928068036198436*I}
{4.433545595811024, 0.9996080359574266 - 0.020147811900078513*I}
{4.4514356582834145, 0.999535664864077 - 0.02144367113421788*I}
{4.469908182391786, 0.9994581989097792 - 0.022819037667441127*I}
{4.488979187879203, 0.9993764035256616 - 0.02427722756170046*I}
