{4.0000000048799365, -0.9999999987800162}
{4.000000078074725, -0.9999999804813708}
{4.000000395217447, -0.9999999011969732 + 1.8072141703853933*^-10*I}
{4.000001248923828, -0.9999996877823751 + 1.0151786994821361*^-9*I}
{4.0000030486336, -0.9999992379210391 + 3.871335475780284*^-9*I}
{4.000006320389338, -0.9999984202440889 + 1.155457475988982*^-8*I}
{4.000011706553726, -0.9999970745327783 + 2.9118917168660887*^-8*I}
{4.000019965466433, -0.9999950120397557 + 6.483169020829232*^-8*I}
{4.000031971042059, -0.9999920159728377 + 1.3130027685923704*^-7*I}
{4.000048712310884, -0.9999878421923207 + 2.4674988729108067*^-7*I}
{4.000071292904347, -0.9999822201797459 + 4.3643627321689543*^-7*I}
{4.000100930487503, -0.9999748543423246 + 7.341709246068387*^-7*I}
{4.000138956140858, -0.9999654257227295 + 1.1839284285221984*^-6*I}
{4.000186813694302, -0.9999535941884433 + 1.8414962345000082*^-6*I}
{4.0002460590160105, -0.9999390011780374 + 2.776116002519491*^-6*I}
{4.000318359259431, -0.9999212730833419 + 4.072052997048985*^-6*I}
{4.0004054920717, -0.9999000253461046 + 5.830015679659962*^-6*I}
{4.0005093447669795, -0.9998748673450378 + 8.168331856396138*^-6*I}
{4.0006319134684505, -0.999845408143746 + 0.000011223770646416787*I}
{4.000775302222831, -0.9998112631614607 + 0.000015151881437091357*I}
{4.000941722091489, -0.9997720618164179 + 0.000020126702259478884*I}
{4.001133490222371, -0.9997274561756687 + 0.0000263396711475737*I}
{4.001353028907094, -0.9996771306248018 + 0.00003399755564053134*I}
{4.001602864627732, -0.9996208125461681 + 0.00004331919837286286*I}
{4.001885627097907, -0.9995582839645841 + 0.00005453086151284282*I}
{4.0022040483029535, -0.9994893940850553 + 0.00006785994060194466*I}
{4.002560961544007, -0.9994140726079436 + 0.00008352681015946629*I}
{4.002959300490973, -0.9993323436634709 + 0.00010173456035914237*I}
{4.003402098249421, -0.9992443401600339 + 0.00012265638731064337*I}
{4.0038924864465315, -0.9991503182902606 + 0.00014642041013979859*I}
{4.00443369434127, -0.9990506718861025 + 0.0001730917072580712*I}
{4.005029047964062, -0.9989459462608433 + 0.0002026513929367067*I}
{4.005681969291232, -0.9988368511232965 + 0.00023497259437298642*I}
{4.006395975459594, -0.9987242720995368 + 0.00026979323943065667*I}
{4.00717467802652, -0.9986092803523333 + 0.00030668562641434873*I}
{4.008021782280932, -0.9984931397503118 + 0.0003450228194745843*I}
{4.00894108661061, -0.9983773110101609 + 0.00038394199596430517*I}
{4.009936481931277, -0.998263452218308 + 0.0004223049642098379*I}
{4.0110119511828906, -0.9981534151357951 + 0.00045865617011638153*I}
{4.012171568898606, -0.9980492367036894 + 0.0004911786166537836*I}
{4.013419500851852, -0.997953125198129 + 0.0005176482288865314*I}
{4.014760003786985, -0.9978674405353657 + 0.0005353873056624419*I}
{4.016197425238942, -0.9977946682987561 + 0.0005412178037907365*I}
{4.017736203447363, -0.9977373871516538 + 0.0005314152976582572*I}
{4.0193808673705815, -0.9976982294119334 + 0.0005016645427311397*I}
{4.021136036804924, -0.9976798346939227 + 0.00044701764125394184*I}
{4.023006422614737, -0.9976847966695093 + 0.0003618558588642102*I}
{4.024996827078543, -0.9977156031589328 + 0.0002398561683437248*I}
{4.027112144356737, -0.9977745699293699 + 0.00007396359845401529*I}
{4.029357361086243, -0.9978637687512641 - 0.00014362956037611795*I}
{4.031737557107532, -0.9979849504334181 - 0.00042149669706468466*I}
{4.03425790632944, -0.9981394637227597 - 0.0007689810558375106*I}
{4.036923677737223, -0.998328171108021 - 0.0011961903485996695*I}
{4.039740236549314, -0.9985513627030249 - 0.001713981144994612*I}
{4.042713045528288, -0.9988086695000108 - 0.0023339325448609545*I}
{4.04584766645157, -0.9990989773721531 - 0.0030683088209217495*I}
{4.049149761747469, -0.9994203432637245 - 0.003930010917627098*I}
{4.05262509630221, -0.9997699150337009 - 0.004932516899770813*I}
{4.056279539443648, -1.000143856412647 - 0.006089811656070953*I}
{4.060119067107526, -1.0005372784931426 - 0.00741630637243794*I}
{4.064149764192138, -1.0009441791017226 - 0.008926748491330419*I}
{4.068377827107431, -1.0013573912972282 - 0.010636123061909877*I}
{4.072809566524719, -1.0017685421095384 - 0.012559546555667265*I}
{4.077451410333255, -1.0021680224776501 - 0.014712154369527733*I}
{4.082309906810166, -1.002544969171376 - 0.017108983359701454*I}
{4.087391728010344, -1.0028872592914526 - 0.019764850842229207*I}
{4.0927036733831645, -1.0031815177436996 - 0.02269423155873523*I}
{4.0982526736230565, -1.0034131378792293 - 0.0259111341377854*I}
{4.104045794761242, -1.0035663152896406 - 0.029428978583825392*I}
{4.110090242506189, -1.0036240945483608 - 0.033260476298161736*I}
{4.116393366840638, -1.0035684285011515 - 0.037417514081815595*I}
{4.122962666883355, -1.0033802495340025 - 0.04191104349090873*I}
{4.129805796024092, -1.0030395520883464 - 0.046750976814599235*I}
{4.136930567340654, -1.002525485554176 - 0.05194609082687401*I}
{4.144344959307283, -1.0018164565530276 - 0.05750393933032898*I}
{4.152057121804065, -1.0008902395260024 - 0.06343077536609928*I}
{4.16007538243749, -0.999724094467517 - 0.06973148381296485*I}
{4.168408253182765, -0.9982948905931908 - 0.07640952494383216*I}
{4.177064437359042, -0.99657923469958 - 0.08346688935252687*I}
{4.1860528369492505, -0.99455360296329 - 0.09090406451108067*I}
{4.19538256027682, -0.9921944749359349 - 0.09872001307007465*I}
{4.205062930052235, -0.9894784685177495 - 0.10691216287435588*I}
{4.215103491803007, -0.9863824747345035 - 0.11547640853543831*I}
{4.225514022701408, -0.9828837911976787 - 0.12440712428161414*I}
{4.236304540805039, -0.978960253194537 - 0.1336971876983432*I}
{4.247485314726133, -0.9745903614306247 - 0.14333801387560838*I}
{4.2590668737463915, -0.9697534055303416 - 0.15331959939604997*I}
{4.271060018394988, -0.9644295824894672 - 0.16363057552794355*I}
{4.283475831508457, -0.9586001093650999 - 0.17425826993032997*I}
{4.296325689792119, -0.9522473295815969 - 0.18518877613347093*I}
{4.309621275903861, -0.9453548123242237 - 0.19640703002573331*I}
{4.323374591082214, -0.9379074445839516 - 0.20789689255727758*I}
{4.337597968341927, -0.9298915155059391 - 0.21964123786070466*I}
{4.352304086261532, -0.9212947927796917 - 0.23162204598816402*I}
{4.367505983388776, -0.9121065908898497 - 0.24382049947235654*I}
{4.383217073291287, -0.9023178311223291 - 0.2562170829343447*I}
{4.399451160281378, -0.8919210932906485 - 0.2687916849830808*I}
{4.416222455845554, -0.8809106592113387 - 0.28152370167904833*I}
{4.433545595811024, -0.8692825480151688 - 0.29439214086639104*I}
{4.4514356582834145, -0.85703454343244 - 0.30737572671342744*I}
{4.469908182391786, -0.8441662132358403 - 0.3204530038396174*I}
{4.488979187879203, -0.8306789210634582 - 0.3336024404470413*I}
{4.508665195579278, -0.8165758308777372 - 0.3468025299155108*I}
{4.528983248821485, -0.8018619043437146 - 0.36003189036188377*I}
{4.5499509358105135, -0.7865438914321664 - 0.3732693617054053*I}
{4.571586413027576, -0.7706303145706719 - 0.38649409982143423*I}
{4.593908429704415, -0.7541314466785295 - 0.39968566740530065*I}
