{4.0000000048799365, -0.9232388070226693}
{4.000000078074725, -0.9232387894262872}
{4.000000395217447, -0.9232387131836551}
{4.000001248923828, -0.9232385079488721}
{4.0000030486336, -0.9232380752945841 + 1.1870081184616167*^-10*I}
{4.000006320389338, -0.9232372887867155 + 7.338428151520667*^-10*I}
{4.000011706553726, -0.9232359941521733 + 3.420422297522973*^-9*I}
{4.000019965466433, -0.923234009719171 + 1.2959131206463173*^-8*I}
{4.000031971042059, -0.9232311275775476 + 4.1891445944995*^-8*I}
{4.000048712310884, -0.923227116426895 + 1.194084246701625*^-7*I}
{4.000071292904347, -0.9232217279897736 + 3.072222319382874*^-7*I}
{4.000100930487503, -0.923214710323345 + 7.257928724106788*^-7*I}
{4.000138956140858, -0.923205833521592 + 1.5947774149544359*^-6*I}
{4.000186813694302, -0.9231949362776791 + 3.2914888223007815*^-6*I}
{4.0002460590160105, -0.9231820055893067 + 6.430034703037543*^-6*I}
{4.000318359259431, -0.9231673063816496 + 0.000011961073360552748*I}
{4.0004054920717, -0.9231515825714472 + 0.000021287123572819455*I}
{4.0005093447669795, -0.9231363553292111 + 0.00003638046550350026*I}
{4.0006319134684505, -0.9231243468259984 + 0.000059879416858352064*I}
{4.000775302222831, -0.9231200569649173 + 0.00009512408881891332*I}
{4.000941722091489, -0.9231305145458238 + 0.00014607518454058465*I}
{4.001133490222371, -0.9231662109225496 + 0.0002170404552951565*I}
{4.001353028907094, -0.9232422016582067 + 0.00031211562128900984*I}
{4.001602864627732, -0.9233793288952125 + 0.00043423358703859445*I}
{4.001885627097907, -0.9236054744248104 + 0.0005837122973699758*I}
{4.0022040483029535, -0.9239567030176288 + 0.0007562027452180793*I}
{4.002560961544007, -0.9244781021091079 + 0.0009399692975201082*I}
{4.002959300490973, -0.9252240745617288 + 0.0011124880912716992*I}
{4.003402098249421, -0.9262578051810751 + 0.0012364265919838076*I}
{4.0038924864465315, -0.9276496092714707 + 0.0012551656012434517*I}
{4.00443369434127, -0.9294738926411529 + 0.0010881367243701723*I}
{4.005029047964062, -0.9318045145627516 + 0.0006263618079707944*I}
{4.005681969291232, -0.9347084513220454 - 0.00027131917325914917*I}
{4.006395975459594, -0.9382378051981282 - 0.0017807759182738173*I}
{4.00717467802652, -0.9424203822500533 - 0.00411329292737037*I}
{4.008021782280932, -0.9472492558851647 - 0.007513910671970577*I}
{4.00894108661061, -0.9526719206580123 - 0.012256964650750537*I}
{4.009936481931277, -0.9585797985853881 - 0.01863855173169058*I}
{4.0110119511828906, -0.9647989659292128 - 0.026965874776418586*I}
{4.012171568898606, -0.9710830037272684 - 0.0375436737655698*I}
{4.013419500851852, -0.9771088294120334 - 0.05065822011132669*I}
{4.014760003786985, -0.9824762377957357 - 0.06655960327217066*I}
{4.016197425238942, -0.9867116752306943 - 0.08544324852185631*I}
{4.017736203447363, -0.9892765072633205 - 0.10743174916052212*I}
{4.0193808673705815, -0.9895797405506122 - 0.13255815978283422*I}
{4.021136036804924, -0.9869948508482307 - 0.16075187214775852*I}
{4.023006422614737, -0.9808800776414126 - 0.1918280834637255*I}
{4.024996827078543, -0.9706012970614005 - 0.22548167860696974*I}
{4.027112144356737, -0.9555563976962193 - 0.2612860997617553*I}
{4.029357361086243, -0.9351999717193789 - 0.29869749052934813*I}
{4.031737557107532, -0.9090671020425746 - 0.3370641000006533*I}
{4.03425790632944, -0.8767950734103293 - 0.3756406384915467*I}
{4.036923677737223, -0.8381419537027709 - 0.41360701097082303*I}
{4.039740236549314, -0.7930011685578768 - 0.45009063302154245*I}
{4.042713045528288, -0.7414114119536023 - 0.4841913688940788*I}
{4.04584766645157, -0.6835614803305452 - 0.5150080280256297*I}
{4.049149761747469, -0.6197898710261037 - 0.5416653164884749*I}
{4.05262509630221, -0.5505792314833767 - 0.5633401599560658*I}
{4.056279539443648, -0.4765459705173999 - 0.5792863881875402*I}
{4.060119067107526, -0.39842553646463547 - 0.5888568884622397*I}
{4.064149764192138, -0.31705402213614164 - 0.5915224860968885*I}
{4.068377827107431, -0.2333468691646215 - 0.5868869828657995*I}
{4.072809566524719, -0.1482755135412002 - 0.5746979678123845*I}
{4.077451410333255, -0.0628428413585146 - 0.5548531994963861*I}
{4.082309906810166, 0.021941687498338722 - 0.5274025354401929*I}
{4.087391728010344, 0.10508643478487432 - 0.4925455463345292*I}
{4.0927036733831645, 0.18564075798044727 - 0.4506250941102428*I}
{4.0982526736230565, 0.26271631628601033 - 0.4021172706914729*I}
{4.104045794761242, 0.3355059704184772 - 0.34761818615448353*I}
{4.110090242506189, 0.4032998554603254 - 0.2878281606043272*I}
{4.116393366840638, 0.4654983265702439 - 0.2235339140390242*I}
{4.122962666883355, 0.5216215961920446 - 0.15558936445460775*I}
{4.129805796024092, 0.5713159944286565 - 0.08489563883007283*I}
{4.136930567340654, 0.6143568882282514 - 0.012380877282060788*I}
{4.144344959307283, 0.6506483875410004 + 0.06101962926298374*I}
{4.152057121804065, 0.6802200460092629 + 0.13438247982429788*I}
{4.16007538243749, 0.7032208291208818 + 0.2068139559430973*I}
{4.168408253182765, 0.71991067377337 + 0.27746620704185*I}
{4.177064437359042, 0.7306500000765072 + 0.34555154043007436*I}
{4.1860528369492505, 0.735887559595483 + 0.4103545995682861*I}
{4.19538256027682, 0.7361470150668005 + 0.47124228464719925*I}
{4.205062930052235, 0.7320126461038049 + 0.5276713368831416*I}
{4.215103491803007, 0.7241145649058786 + 0.5791935707222353*I}
{4.225514022701408, 0.7131138069423725 + 0.6254587952690265*I}
{4.236304540805039, 0.6996876354772505 + 0.6662155169055339*I}
{4.247485314726133, 0.6845153670937846 + 0.7013095587229845*I}
{4.2590668737463915, 0.6682649894754142 + 0.7306807687809711*I}
{4.271060018394988, 0.6515808039193761 + 0.7543580182853119*I}
{4.283475831508457, 0.6350722846184994 + 0.7724527126686996*I}
{4.296325689792119, 0.6193043057385696 + 0.7851510535513001*I}
{4.309621275903861, 0.6047888467108821 + 0.7927052980571413*I}
{4.323374591082214, 0.591978246787903 + 0.7954242644649926*I}
{4.337597968341927, 0.5812600424795732 + 0.7936633302459198*I}
{4.352304086261532, 0.5729533865770687 + 0.787814160795616*I}
{4.367505983388776, 0.5673070155371166 + 0.7782943952454914*I}
{4.383217073291287, 0.564498703387293 + 0.7655375002787308*I}
{4.399451160281378, 0.5646361152606645 + 0.7499829845270944*I}
{4.416222455845554, 0.56775895232126 + 0.7320671455050005*I}
{4.433545595811024, 0.5738422622598037 + 0.7122144987464807*I}
{4.4514356582834145, 0.5828007757064838 + 0.6908300154108403*I}
{4.469908182391786, 0.5944941187438157 + 0.6682922706371985*I}
{4.488979187879203, 0.6087327450718861 + 0.644947580835381*I}
{4.508665195579278, 0.6252844280981025 + 0.6211051843329561*I}
{4.528983248821485, 0.6438811530739733 + 0.5970334967392984*I}
{4.5499509358105135, 0.6642262521326455 + 0.5729574503724336*I}
{4.571586413027576, 0.6860016304208516 + 0.5490569064097084*I}
{4.593908429704415, 0.7088749391798711 + 0.5254661093084133*I}
{4.6169363534237, 0.7325065613147925 + 0.5022741356912707*I}
{4.640690196902693, 0.7565562863982201 + 0.47952627445470647*I}
{4.66519064602043, 0.780689564882487 + 0.4572262614448131*I}
{4.69045908915222, 0.8045832452467439 + 0.43533928072858924*I}
{4.7165176478790825, 0.827930712593258 + 0.4137956353031052*I}
{4.743389209143773, 0.8504463625528755 + 0.39249498303731695*I}
{4.771097458929365, 0.8718693599980281 + 0.37131102870604094*I}
{4.799666917540904, 0.8919666477429954 + 0.35009656010285256*I}
{4.829122976575547, 0.9105351859019089 + 0.32868871533513455*I}
{4.859491937671779, 0.9274034176591749 + 0.30691436941674627*I}
{4.890801053133806, 0.9424319716868261 + 0.2845955310708692*I}
{4.92307856853316, 0.9555136251395957 + 0.261554645111529*I}
{4.956353767395754, 0.9665725639109706 + 0.23761970174844027*I}
{4.990657018089409, 0.9755629885007367 + 0.21262906150690106*I}
{5.026019823033938, 0.9824671243039695 + 0.18643591301458978*I}
{5.062474870363548, 0.9872927042790699 + 0.15891229051551406*I}
{5.100056088179427, 0.9900699997026017 + 0.12995258845795837*I}
{5.138798701539092, 0.990848481003667 + 0.09947652169417741*I}
{5.178739292338363, 0.989693195440388 + 0.06743149154834155*I}
{5.219915862251736, 0.9866809516031063 + 0.033794330078104076*I}
{5.262367898907573, 0.9818964023876596 - 0.001427592903829557*I}
{5.306136445485848, 0.9754281181788809 - 0.03819590324567143*I}
{5.351264173938383, 0.9673647405372423 - 0.07644138745161128*I}
{5.397795462044484, 0.9577913037248205 - 0.11606476869380593*I}
{5.4457764745288335, 0.9467858069912769 - 0.15693806209584488*I}
{5.495255248483457, 0.9344161147334019 - 0.19890646704233747*I}
{5.546281783351545, 0.9207372545261506 - 0.24179074460934583*I}
{5.598908135748106, 0.9057891746982493 - 0.2853900195393552*I}
{5.653188519410865, 0.8895950137064483 - 0.3294849386421361*I}
{5.709179410594539, 0.8721599231800836 - 0.37384111121837904*I}
{5.766939659242906, 0.853470475307778 - 0.41821275219321774*I}
{5.826530606295876, 0.8334946733816847 - 0.4623464452144303*I}
{5.88801620751325, 0.8121825719765418 - 0.5059849411018742*I}
{5.951463164223291, 0.78946750060909 - 0.5488709067991351*I}
{6.0169410614325045, 0.7652678719982248 - 0.5907505414237536*I}
{6.084522513763596, 0.7394895434382197 - 0.6313769791646084*I}
{6.154283319721427, 0.7120286875257413 - 0.670513403635286*I}
{6.226302624822175, 0.6827751167718049 - 0.7079358048349289*I}
{6.3006630941590815, 0.6516159957116079 - 0.7434353180385875*I}
{6.377451095019287, 0.6184398642281871 - 0.7768200936521027*I}
{6.456756890210663, 0.5831408871568176 - 0.8079166582041678*I}
{6.538674842805442, 0.5456232380556074 - 0.8365707390587472*I}
{6.623303633059188, 0.5058055195216546 - 0.8626475389281066*I}
{6.71074648831955, 0.4636251187925145 - 0.8860314606289853*I}
{6.801111426799643, 0.41904239576849306 - 0.906625297495918*I}
{6.894511516156303, 0.37204460116351096 - 0.9243489201569628*I}
{6.991065147884113, 0.32264942534818997 - 0.9391375056672462*I}
{7.090896328612731, 0.27090808365575614 - 0.9509393699356621*I}
{7.19413498947795, 0.21690785150075223 - 0.9597134785965045*I}
{7.300917314826844, 0.1607739725821096 - 0.9654267245789238*I}
{7.411386091614829, 0.10267087561843576 - 0.9680510722091078*I}
{7.525691080958282, 0.042802649345198375 - 0.9675606773354298*I}
{7.643989413421201, -0.018587258324021375 - 0.96392910029352*I}
{7.766446009739145, -0.08121713328988572 - 0.9571267331406785*I}
{7.893234028819334, -0.14476887769536947 - 0.9471185641299183*I}
{8.02453534500327, -0.20889065920123365 - 0.9338624005471885*I}
