{4.0000000048799365, -0.13327441176420748}
{4.000000078074725, -0.13327441176421184}
{4.000000395217447, -0.13327441176431928 - 1.7215609252756535*^-10*I}
{4.000001248923828, -0.13327441176532384 - 9.671083506585945*^-10*I}
{4.0000030486336, -0.133274411770859 - 3.6883771099025674*^-9*I}
{4.000006320389338, -0.13327441179279356 - 1.1010438258991669*^-8*I}
{4.000011706553726, -0.13327441186225894 - 2.775563687207111*^-8*I}
{4.000019965466433, -0.13327441204933954 - 6.182377643980548*^-8*I}
{4.000031971042059, -0.13327441249508146 - 1.252890987351001*^-7*I}
{4.000048712310884, -0.13327441346005073 - 2.3566462668211593*^-7*I}
{4.000071292904347, -0.1332744153941784 - 4.1733443070293334*^-7*I}
{4.000100930487503, -0.13327441903303544 - 7.031552074222599*^-7*I}
{4.000138956140858, -0.13327442552594956 - 1.1362296490289237*^-6*I}
{4.000186813694302, -0.1332744366014603 - 1.77185544657691*^-6*I}
{4.0002460590160105, -0.1332744547754573 - 2.679655417708217*^-6*I}
{4.000318359259431, -0.1332744836068963 - 3.94589617544879*^-6*I}
{4.0004054920717, -0.13327452800516887 - 5.676004944518875*^-6*I}
{4.0005093447669795, -0.13327459459194108 - 7.997296555195905*^-6*I}
{4.0006319134684505, -0.13327469211849402 - 0.000011061925255454805*I}
{4.000775302222831, -0.1332748319372127 - 0.00001505007871387452*I}
{4.000941722091489, -0.13327502852280274 - 0.000020173434351128813*I}
{4.001133490222371, -0.13327530003498925 - 0.00002667890082593336*I}
{4.001353028907094, -0.13327566890981096 - 0.000034852669976687983*I}
{4.001602864627732, -0.1332761624611128 - 0.000045024606622336525*I}
{4.001885627097907, -0.13327681346744386 - 0.00005757300517046618*I}
{4.0022040483029535, -0.13327766071228717 - 0.00007292974276041703*I}
{4.002560961544007, -0.1332787494374271 - 0.00009158585845860154*I}
{4.002959300490973, -0.13328013166038846 - 0.00011409758658368382*I}
{4.003402098249421, -0.1332818662973954 - 0.0001410928693265301*I}
{4.0038924864465315, -0.1332840190233939 - 0.0001732783692038029*I}
{4.00443369434127, -0.13328666179061446 - 0.00021144699532045866*I}
{4.005029047964062, -0.13328987191724317 - 0.0002564859487204287*I}
{4.005681969291232, -0.13329373064839564 - 0.00030938528112631317*I}
{4.006395975459594, -0.13329832108319453 - 0.00037124694801882223*I}
{4.00717467802652, -0.1333037253548205 - 0.00044329432127322395*I}
{4.008021782280932, -0.1333100209454667 - 0.0005268821085347979*I}
{4.00894108661061, -0.1333172760157231 - 0.0006235066063673022*I}
{4.009936481931277, -0.13332554362859242 - 0.0007348161922554428*I}
{4.0110119511828906, -0.1333348547526115 - 0.0008626219372176426*I}
{4.012171568898606, -0.13334520993688445 - 0.0010089081966495642*I}
{4.013419500851852, -0.13335656956359937 - 0.0011758430127546376*I}
{4.014760003786985, -0.13336884260106624 - 0.0013657881383180538*I}
{4.016197425238942, -0.13338187380258928 - 0.001581308469528093*I}
{4.017736203447363, -0.1333954293235209 - 0.0018251806559883871*I}
{4.0193808673705815, -0.13340918076039038 - 0.002100400639969406*I}
{4.021136036804924, -0.13342268765160745 - 0.002410189865276625*I}
{4.023006422614737, -0.13343537851825216 - 0.0027579998897678927*I}
{4.024996827078543, -0.1334465305650243 - 0.0031475151353302163*I}
{4.027112144356737, -0.13345524820449534 - 0.0035826535156723116*I}
{4.029357361086243, -0.13346044061119824 - 0.004067564696056671*I}
{4.031737557107532, -0.1334607985545015 - 0.004606625760307304*I}
{4.03425790632944, -0.13345477079927784 - 0.00520443408905488*I}
{4.036923677737223, -0.13344054039972472 - 0.005865797288917068*I}
{4.039740236549314, -0.13341600124299602 - 0.006595720054582426*I}
{4.042713045528288, -0.13337873522435115 - 0.007399387893733502*I}
{4.04584766645157, -0.1333259904532675 - 0.008282147697334005*I}
{4.049149761747469, -0.1332546608995556 - 0.009249485193741266*I}
{4.05262509630221, -0.1331612678893813 - 0.010306999382961929*I}
{4.056279539443648, -0.13304194385292634 - 0.011460374105622425*I}
{4.060119067107526, -0.1328924187081966 - 0.012715346958315958*I}
{4.064149764192138, -0.13270800923949652 - 0.014077675821379206*I}
{4.068377827107431, -0.13248361179489018 - 0.015553103315393082*I}
{4.072809566524719, -0.13221369858537915 - 0.01714731954747877*I}
{4.077451410333255, -0.13189231782057753 - 0.018865923546642394*I}
{4.082309906810166, -0.13151309786256374 - 0.02071438381809844*I}
{4.087391728010344, -0.13106925552266382 - 0.02269799846900581*I}
{4.0927036733831645, -0.13055360856657675 - 0.024821855371971832*I}
{4.0982526736230565, -0.12995859243290522 - 0.027090792837865675*I}
{4.104045794761242, -0.1292762811101994 - 0.02950936126603114*I}
{4.110090242506189, -0.12849841205936802 - 0.032081786228226196*I}
{4.116393366840638, -0.12761641501297066 - 0.03481193342307476*I}
