{3.`32., -5.0903778304776807*^-11}
{3.5`32., -4.153685175202551*^-11}
{4.`32., -4.047285161236378*^-11}
{4.5`32., -3.363813432252686*^-11}
{5.`32., -6.491868775273226*^-11}
{5.5`32., 0.15065417248874524}
{6.`32., 0.37461683753870784}
{6.5`32., 0.43531997322709937}
{7.`32., 0.2164064921994265}
{7.5`32., 0.10679275905527538}
{8.`32., 0.04840880954712146}
{8.5`32., 0.02136045634936613}
{9.`32., 0.010148206518801165}
{9.5`32., 0.140695601133838}
{10.`32., 0.17053729387409325}
