{3.`32., -3.957994033479354*^-11}
{3.5`32., -4.766676250118526*^-11}
{4.`32., -3.884255012252672*^-11}
{4.5`32., -6.110038906852235*^-11}
{5.`32., -2.809786708532445*^-11}
{5.5`32., 0.15059635600543916}
{6.`32., 0.3733878699893577}
{6.5`32., 0.36843252049684283}
{7.`32., 0.18352238452598368}
{7.5`32., 0.0791679568188194}
{8.`32., 0.03626013685409031}
{8.5`32., 0.017807768421783422}
{9.`32., 0.00928117995570203}
{9.5`32., 0.13708272941862532}
{10.`32., 0.1566353603151076}
