{3.`32., 0.8654894413454671}
{3.5`32., 0.9179592320622169}
{4.`32., 0.826503440984341}
{4.5`32., 0.6695641728862275}
{5.`32., 0.5065885205528252}
{5.5`32., 0.3564926772462545}
{6.`32., 0.2500281747025203}
{6.5`32., 0.18420927591402791}
{7.`32., 0.14401499962026573}
{7.5`32., 0.6533276050681197}
{8.`32., 1.3863633876300976}
{8.5`32., 2.2500405750703676}
{9.`32., 3.0921048328074296}
{9.5`32., 3.448406582337096}
{10.`32., 4.427032749728805}
