{3.`32., 0.8758542491084973}
{3.5`32., 0.9304865937541916}
{4.`32., 0.8378021698307389}
{4.5`32., 0.679960637896036}
{5.`32., 0.5178425959986916}
{5.5`32., 0.34619782799588467}
{6.`32., 0.2560995557712977}
{6.5`32., 0.18077480198511167}
{7.`32., 0.14328826575502035}
{7.5`32., 0.6531251036650362}
{8.`32., 1.3845022047497928}
{8.5`32., 2.251659770756409}
{9.`32., 3.1254482172689224}
{9.5`32., 3.5944517248970382}
{10.`32., 4.44475089833829}
