{3.`32., -3.392441070661854*^-11}
{3.5`32., -3.016080488764272*^-11}
{4.`32., -6.016023931781164*^-11}
{4.5`32., -5.3009024873919896*^-11}
{5.`32., -3.2533986397752554*^-11}
{5.5`32., 0.1503928539037342}
{6.`32., 0.3715443178154723}
{6.5`32., 0.2823509690174383}
{7.`32., 0.13521573678880297}
{7.5`32., 0.06368003503846156}
{8.`32., 0.03162633588868253}
{8.5`32., 0.016275776684467568}
{9.`32., 0.007923615961614143}
{9.5`32., 0.13151610128294422}
{10.`32., 0.1375041507624098}
