{3.`32., -3.067016390437725*^-11}
{3.5`32., -6.500398643958577*^-11}
{4.`32., -2.6049669383549416*^-11}
{4.5`32., -5.895441646146286*^-11}
{5.`32., -5.2514954145303165*^-11}
{5.5`32., 0.15130319324599525}
{6.`32., 0.37923868551319423}
{6.5`32., 0.6494099806605799}
{7.`32., 0.570807577820372}
{7.5`32., 0.3184668850204526}
{8.`32., 0.16024555742293928}
{8.5`32., 0.07903652463388018}
{9.`32., 0.03948843364163908}
{9.5`32., 0.15478944856948587}
{10.`32., 0.26249127355748}
