{3.`32., -4.17311882795597*^-11}
{3.5`32., -2.5612425492527587*^-11}
{4.`32., -2.724554088075486*^-11}
{4.5`32., -3.3692352715111646*^-11}
{5.`32., -4.51344559821155*^-11}
{5.5`32., 0.15104851222005897}
{6.`32., 0.37735414162418596}
{6.5`32., 0.6412470513218088}
{7.`32., 0.3966028732936624}
{7.5`32., 0.1989896149436536}
{8.`32., 0.09240699476352228}
{8.5`32., 0.043550108206713886}
{9.`32., 0.020371214759686944}
{9.5`32., 0.14848631104606244}
{10.`32., 0.2196515076798312}
