{3.`32., 5.62679377000033}
{3.5`32., 6.537032590116551}
{4.`32., 6.379332279563294}
{4.5`32., 5.591029833620963}
{5.`32., 4.510803890432136}
{5.5`32., 8.065286949432803}
{6.`32., 11.327474910240669}
{6.5`32., 12.926043395633162}
{7.`32., 7.807875482115397}
{7.5`32., 4.535643995268054}
{8.`32., 2.733854790822739}
{8.5`32., 1.500568329021547}
{9.`32., 0.6988206154505542}
{9.5`32., 0.5101196556274693}
{10.`32., 0.45019520082858006}
