{3.`32., -2.605588507634993*^-11}
{3.5`32., -3.151601860191859*^-11}
{4.`32., -2.5069320261782555*^-11}
{4.5`32., -2.7697148898925264*^-11}
{5.`32., -3.159171125914671*^-11}
{5.5`32., 0.1512066790287807}
{6.`32., 0.3786325776488924}
{6.5`32., 0.6474356375842315}
{7.`32., 0.5215542114183027}
{7.5`32., 0.2698726302934249}
{8.`32., 0.13525341681794156}
{8.5`32., 0.06947423021274816}
{9.`32., 0.03183129950940634}
{9.5`32., 0.15262562730404788}
{10.`32., 0.24952300262851193}
