{3.`32., -3.864616237815268*^-11}
{3.5`32., -4.2107137111005337*^-11}
{4.`32., -5.63907335197981*^-11}
{4.5`32., -2.8243676433130684*^-11}
{5.`32., -3.9387187271695644*^-11}
{5.5`32., 0.15061962583062902}
{6.`32., 0.3741097615486958}
{6.5`32., 0.4184300135244733}
{7.`32., 0.1948530380956268}
{7.5`32., 0.08761559644349536}
{8.`32., 0.042465995046356675}
{8.5`32., 0.020296886166949586}
{9.`32., 0.009886029365760395}
{9.5`32., 0.13978564822240813}
{10.`32., 0.16525720437166772}
