{8.3699448890453087557`3., 0, 7.9700889041296883817`3.725371906801861, -0.4497355529912642758`3.}
{0.0009999900262758325`3., 1.`32., -5.5550446812796263305`3.5685962974264522, -2.2176837632005312884`3.}
{29.4125442808352168811`3., 1.`32., -2.0271802184921225006`3.1308011005981142, -1.6730045704958191877`3.}
{8.3695486500277844755`3., 2.`32., 7.9700651629258601822`3.7253706131288173, -0.336707956361332883`3.}
{0.0009999900966024551`3., 2.`32., -6.3719941127314238309`3.628184106816439, -0.9329353791530496931`3.}
{0.0009999900195607236`3., 3.`32., -5.5849091589021046208`3.570924854455321, -1.4987974381639195265`3.}
{0.000999990575058943`3., 3.`32., -6.9561376310114219286`3.666276907115344, -0.3642193856711399835`3.}
{0.0009999904080076612`3., 3.`32., -8.0254631297913046299`3.7283788448136472, -0.5801844312001994686`3.}
{0.0009999901098171244`3., 4.`32., -5.5687981719361087129`3.5696702191316514, -0.2562851688363794178`3.}
{0.0009999915127117331`3., 4.`32., -7.2255219690468240266`3.6827779667796334, -0.1804915145400831367`3.}
{0.0010000629820622825`3., 4.`32., -8.1078065096007613695`3.7328121167798702, -0.3255922365696380383`3.}
{0.0009999900261081218`3., 5.`32., -5.5757296102968396994`3.5702104458471675, -1.1121096947030064683`3.}
{0.0010006722300769997`3., 5.`32., -7.4227411571087864875`3.694473057215804, -0.1051466806733978299`3.}
{44.3764528971520917366`3., 5.`32., -2.7576058658072946253`3.264440935149341, -0.1148491152786178249`3.}
{0.0009999901132270491`3., 6.`32., -5.5755692951920000561`3.5701979586981825, -0.2560295048999080003`3.}
{8.369526041864585153`3., 7.`32., 7.9700636909052953012`3.7253705329173683, -0.134938981910941419`3.}
{0.0009999901265844977`3., 8.`32., -5.5793999461040484789`3.5704962348444638, -0.2305177913873357187`3.}
{0.0009999902596348651`3., 9.`32., -5.5790064065174479446`3.570465601066567, -0.1124267606728634739`3.}
{0.0009999901394068542`3., 10.`32., -5.5784483202960663018`3.5704221549988926, -0.2092681684722060287`3.}
