{8.3684820157653270201`3., 0, 7.9700014937681620466`3.7253671437375715, -0.2763730483592896081`3.}
{10.7521296461366393515`3., 1.`32., 8.0953171492586866418`3.7321426086692786, -0.5944361480644496654`3.}
{36.087769411745014736`3., 1.`32., -1.3243196785948899345`2.9459015733982197, -1.0947927357340545562`3.}
{58.8245294115896726339`3., 2.`32., -1.5264672940190791318`3.0075962445156486, -3.2593931145158974161`3.}
{0.00113003719043275`3., 3.`32., -5.8579264981324320924`3.5916526590485605, -3.8361477099292531356`3.}
{70.589225077023996846`3., 3.`32., -2.2084799292668958668`3.1680021976751367, -4.4771599274395175172`3.}
{0.0009999900548530677`3., 4.`32., -6.314789791957023279`3.624267639190763, -0.619872112734061842`3.}
{67.0233656958313872565`3., 4.`32., -2.5514397099945769397`3.2306940514428555, -1.6092021307066655122`3.}
{0.0009999900462924563`3., 5.`32., 3.4538826023189085333`3.3622163127306015, -0.6298717349332715321`3.}
{0.0009999900939172118`3., 5.`32., -6.4057680578859955777`3.630479950482259, -0.480081402103105126`3.}
{0.0009999901149047863`3., 6.`32., -6.6242719094534083912`3.6450468917669676, -0.4264693730171433272`3.}
{0.0009999901728441501`3., 7.`32., -6.8362107212981142553`3.6587241820156233, -0.3264160497238161041`3.}
{0.0009999902627807651`3., 8.`32., -7.0215667153980218024`3.6703427675949447, -0.250829337528283125`3.}
