{8.3699779121686095351`3., 0, 7.9700908853011834832`3.72537201475696, -0.5262555875183830834`3.}
{0.0009999900683290892`3., 2.`32., -5.3775201768972142638`3.554490789515428, -0.1040760057736933586`3.}
{8.3533112318976545652`3., 2.`32., 7.9690942258963970144`3.725317702861166, -0.4449753654338096664`3.}
{33.2993551651262791324`3., 2.`32., -0.4147877497888496918`2.441734662533872, -1.1145225378579475262`3.}
{63.2624511144672183605`3., 2.`32., 8.9814110910470322212`3.7772533160204373, -0.3183473864670209874`3.}
{0.0009999900124906186`3., 3.`32., -5.5781328572585132825`3.5703975948125217, -2.323459127508471056`3.}
{8.2878206545934300919`3., 3.`32., 7.9651587859969013491`3.7251031788586064, -1.8290412334432311069`3.}
{21.5316910725827916906`3., 3.`32., 1.6586722344714358159`3.0436693157427257, -0.4778761846030440408`3.}
{41.3407207752814613855`3., 3.`32., -1.0097010586990650787`2.8281015525738673, -1.4406976486792426595`3.}
{8.3621932555673996745`3., 4.`32., 7.9696255799115008801`3.7253466592791966, -0.3913560836279302291`3.}
{0.0009999900420324386`3., 4.`32., -6.2005664790338016617`3.6163401090683975, -0.6844998839010637548`3.}
{58.8245801380057926622`3., 4.`32., -0.8333442563432189717`2.7447331874228893, -2.6698081130415642903`3.}
{29.41286857940867705`3., 4.`32., 8.1814648818219038538`3.736739811502433, -1.7357791423885566839`3.}
{29.4127738160439093917`3., 4.`32., 8.5921543717061144827`3.7580108121603506, -1.7359333931688285535`3.}
{0.0009999900134800789`3., 5.`32., -5.581314170329791396`3.570645210441876, -2.1970637858621890892`3.}
{0.0009999901892878051`3., 5.`32., -6.4095386882783722844`3.630735514247122, -0.4323106511520133921`3.}
{70.5892791391726035499`3., 5.`32., -0.6749449759631411327`2.6531771099092327, -2.6975707923282188361`3.}
{41.1774275704353200922`3., 5.`32., 8.0307844855596855236`3.7286667122639297, -1.5106730451122996062`3.}
{41.1774836942416939678`3., 5.`32., 8.7534637290777320844`3.7660886774827396, -1.5108225944102575689`3.}
{8.3691479468832863375`3., 5.`32., 7.9700413063760431773`3.725369313166616, -2.2243195946912233119`3.}
{0.0009999900821819679`3., 6.`32., -5.5756028231279699534`3.57020057026178, -0.3587923214189057686`3.}
{3.2664812171144879116`3., 6.`32., -2.5664361588429073846`3.2332392064212545, -0.4647965724909649543`3.}
{8.3695270990457366622`3., 6.`32., 7.9700638906002500602`3.7253705437988898, -0.3670495051190924563`3.}
{59.2917995581655219439`3., 6.`32., 8.949000734480317392`3.7756832846703334, -2.5595691322446709748`3.}
{0.000999990015893145`3., 7.`32., -5.5776651719649902312`3.570361180897204, -1.83463225926661333`3.}
{4.7532537205705374106`3., 7.`32., -2.6020141541553051548`3.2392183956044853, -0.8811273052340251599`3.}
{70.5923095988836450942`3., 7.`32., 0.7267381894291237592`2.685286723516212, -3.2820039331139216898`3.}
{8.3695126779071440382`3., 7.`32., 7.9700630932997449482`3.7253705003534137, -1.8359718924838097642`3.}
{0.0009999900846200368`3., 8.`32., -5.5767749516028310793`3.570291860019151, -0.3441409640538164449`3.}
{5.0918621245571564771`3., 8.`32., -2.7499224285176551665`3.2632291841048042, -1.7750170479747662267`3.}
