{8.3705081164036485575`3., 0, 7.970122565063432943`3.725373741000587, -0.7971174523525045297`3.}
{8.3614929189612965388`3., 2.`32., 7.9695837478166731458`3.7253443796870824, -0.6827522553537785921`3.}
{8.7408902026668826579`3., 4.`32., 7.9917710858021861036`3.7265517765230127, -0.7485447050138497316`3.}
{59.7684824952577073987`3., 4.`32., 8.9530043915226976853`3.775877538462318, -0.2742515941971284121`3.}
{29.4526527346433546484`3., 4.`32., 8.5991571808894010753`3.7583646282778753, -0.3302607012281612575`3.}
{8.3670687362129037012`3., 6.`32., 7.9699170415861080993`3.725362541817358, -0.5574736254092359511`3.}
{24.4447025696170463505`3., 6.`32., 8.5059719480056993401`3.7536326870572854, -0.5152044683585910168`3.}
{11.7659507565735808043`3., 6.`32., -1.9256877516039825878`3.10849460901367, -0.7390893222859700185`3.}
{58.8245406791465867968`3., 6.`32., 8.9183460894243671005`3.7741930627155673, -0.3383694381791827466`3.}
{58.8245647519847878471`3., 6.`32., 8.9159953023763666642`3.7740785719332544, -0.3383692409424612357`3.}
{0.0009999900816616667`3., 8.`32., -5.50541874476303463`3.5646990981528366, -0.3899063926308107275`3.}
{11.7664966009846594375`3., 8.`32., -2.1487932581275952817`3.1561033736653763, -1.3777145150475706981`3.}
{36.4421461754477533646`3., 8.`32., 8.705628110125177324`3.7637088518279334, -0.4372467189089248585`3.}
{0.0009999900599310515`3., 10.`32., -5.5739259005291482139`3.5700699318725175, -0.4798843091294262009`3.}
{16.2589386403304736461`3., 10.`32., -2.169423330121854579`3.160253047221773, -0.6415977851315137759`3.}
{51.9634150867715831623`3., 10.`32., 8.8830349736320404976`3.7724701129289437, -0.3313766455361956131`3.}
{8.3694424305793351238`3., 10.`32., 7.9700588535596044466`3.7253702693268558, -0.5011598322409753781`3.}
