{8.3701790914611429173`3., 0, 7.9701028993255831307`3.7253726694070326, -0.4761532638902212788`3.}
{0.0009999900361441754`3., 1.`32., -5.584244474086074445`3.5708731640663034, -0.6676803596792888484`3.}
{4.1152175516941564837`3., 1.`32., -2.1632797532272432354`3.1590214265538776, -0.6010871967964972473`3.}
{35.2951177843909817966`3., 1.`32., -1.93601902750663196`3.110818362253742, -1.9356082398106631004`3.}
{8.369685140137494983`3., 2.`32., 7.9700732858450575983`3.725371055752199, -0.3367334043364046958`3.}
{0.001007035528154829`3., 2.`32., -6.3209985383159444976`3.624694430844713, -0.1566763460030506927`3.}
{11.7657303053193427189`3., 2.`32., -1.6380305161206310162`3.038230729247442, -2.2806696046890131413`3.}
{0.000999990016923551`3., 3.`32., -5.5750368139397533303`3.5701564804740418, -1.677148042527150773`3.}
{22.3449113628578999169`3., 3.`32., -1.8445852749006257791`3.0898074783400102, -1.6021601128594205043`3.}
{41.1775093527313131858`3., 3.`32., 8.7490602828729916599`3.7658701498661364, -0.8837360072662865385`3.}
{41.1775929209138453757`3., 3.`32., 7.8697303448294890843`3.7198685925208013, -0.8835871546245771535`3.}
{8.3869208145035578639`3., 3.`32., 7.9711019867528204609`3.725427106717168, -1.8782528568029812632`3.}
{0.0009999901073224431`3., 4.`32., -5.5364604444738914678`3.567140942367501, -0.2499945570739111056`3.}
{8.3712567854880521878`3., 4.`32., 7.9701671847629374491`3.725376172335221, -0.2689294616610719002`3.}
{29.4129792039511386292`3., 4.`32., -2.1607009595192092675`3.158503405737158, -2.5642279255619451206`3.}
{0.0009999900157059544`3., 5.`32., -5.5765164042165000004`3.5702717250294644, -1.8504910237007978768`3.}
{0.00099999018804884`3., 5.`32., -6.7758768961967856062`3.654874248097535, -0.1233641458075938474`3.}
{41.1771360962488230939`3., 5.`32., -2.3068303782500097237`3.186924402869705, -2.464340155281043554`3.}
{0.0009999901295672502`3., 6.`32., -5.5804692173965005529`3.5705794577956644, -0.2241339454255374675`3.}
{0.0009999901562405471`3., 6.`32., -6.9650881070502749062`3.6668353554822963, -0.2200845262799933644`3.}
{8.3694919303313461967`3., 6.`32., 7.9700617372105091782`3.725370426459128, -0.2214672018080505178`3.}
{52.8863748347660020954`3., 6.`32., -2.4269535514852188419`3.2089702055635656, -2.6707070204083720455`3.}
{0.0009999900220839574`3., 7.`32., -5.5790262312151730642`3.5704671443057934, -1.3210967329389355918`3.}
{0.0009999901354212175`3., 7.`32., -7.1477056526242442665`3.6780754006042895, -0.3220197696756347261`3.}
{59.8727049321605164778`3., 7.`32., -2.6078499981523082913`3.2401913483844784, -2.5968497347009531495`3.}
{0.0009999901573411209`3., 8.`32., -5.5796950607416161151`3.570519205642469, -0.1856854203779840784`3.}
{0.0010261495034951135`3., 8.`32., -7.2923887204155475235`3.686778551589895, -0.411056178183087928`3.}
{0.0031333388058778465`3., 8.`32., -6.7342474283257163139`3.6521978100475367, -0.4109078845728234564`3.}
{77.6201893732455943109`3., 8.`32., -2.4780465773113274574`3.218018206051024, -0.6896213673911737452`3.}
