{8.3679998428474711147`3., 0, 7.9699727076479901543`3.725365575146181, -0.5295775953747385856`3.}
{23.5304161031092107237`3., 1.`32., -1.2627995101294611902`2.925243145691175, -0.1881417714645525763`3.}
{8.36522721795493851`3., 2.`32., 7.969806969874662003`3.725356543779141, -0.4293628532730424663`3.}
{47.0590047955043431216`3., 2.`32., 0.4009248354214854431`2.426971700543387, -3.8860839728282687844`3.}
{0.0009999900507977246`3., 3.`32., -5.4510974030348382756`3.5603926832403356, -0.3487367398529098717`3.}
{47.0596989642993790426`3., 3.`32., 0.2924077952648364767`2.289897687189707, -3.3478149406829458279`3.}
{8.4896548497659303223`3., 4.`32., 7.9771893666210054997`3.7257586426235316, -0.4164475348844491887`3.}
{0.0009999902140901123`3., 4.`32., -5.5784708693764495783`3.570423910490891, -0.1350816463399495126`3.}
{69.1182113138873290836`3., 4.`32., 0.8747732619913402513`2.7658042410219865, -2.7978777833359140814`3.}
{17.6480540683152113957`3., 4.`32., 8.2985765922035392751`3.742912347637891, -0.1350868039355406502`3.}
{0.0009999900223994235`3., 5.`32., -5.7213374964185492747`3.5814063080962923, -1.4598667094593344995`3.}
{22.8948218027069820835`3., 5.`32., 8.4732202752463277256`3.7519572376947035, -0.1172742294603844604`3.}
{0.0009999901134596753`3., 6.`32., -5.5752040593703740925`3.570169508671096, -0.3223096343904015559`3.}
{0.001606605420268528`3., 6.`32., -6.0874400556310310319`3.6083434385942215, -0.9146074857316668361`3.}
{8.3747081178827809111`3., 6.`32., 7.9703733201498136067`3.7253874045090645, -0.3626662678853310728`3.}
{0.0009999900692458737`3., 7.`32., -5.5482177961124053698`3.5680622419744865, -0.4318228159712573788`3.}
{0.0009999900795862912`3., 7.`32., -6.3722649385099909771`3.6282025650321317, -0.5957211764372474239`3.}
{0.00099999009355876`3., 8.`32., -5.5579494176782360925`3.5688233309345767, -0.3092009763524146138`3.}
{0.001821504593373867`3., 8.`32., -6.3123404874634121812`3.6240991576092982, -0.8550754404226740268`3.}
{0.0010100645511481711`3., 8.`32., -6.6071668184000266154`3.643924013001011, -0.8552221530478953948`3.}
