{8.3566835956240943517`3., 0, 7.9692960826257302973`3.725328703377779, -0.4745319049289355995`3.}
{10.0229451223195535903`3., 1.`32., 0.63136743286801604`2.6241909173435873, -1.5704209305952490094`3.}
{60.1073329508156604106`3., 1.`32., -0.920468190649668524`2.78791752578433, -2.1452675558157072722`3.}
{8.3695153162456392693`3., 2.`32., 7.9700631453825260639`3.7253705031914413, -0.3214804791541847617`3.}
{9.6373700902401377988`3., 2.`32., -2.0091282362378897362`3.126916398206817, -1.6783020699608992565`3.}
{70.5892422198503481923`3., 2.`32., 0.5535234844465254531`2.567044792444828, -4.7845023423343242541`3.}
{0.0009999900682428201`3., 3.`32., -5.5642213009656453403`3.5693131354269707, -0.3791913058578234019`3.}
{0.4708248003095679146`3., 3.`32., -4.0940159498072674835`3.436058271234605, -1.9800049492209708113`3.}
{0.0009999901161448527`3., 4.`32., -5.5346766527704199262`3.567000994520486, -0.2292687279423733515`3.}
{0.0009999900897804338`3., 4.`32., -7.4917789380153227877`3.6984936949896805, -1.3170212569427448557`3.}
{0.0009999900518752444`3., 5.`32., -5.5727878647517694184`3.5699812523441032, -0.5554093550026465431`3.}
{0.0009999902299183978`3., 5.`32., -7.7576664219246096679`3.7136398420356187, -0.7647030978926701028`3.}
{0.0009999901504860749`3., 6.`32., -5.5810297506514624883`3.5706230785495516, -0.1928474418490006559`3.}
{0.0009999904367537095`3., 6.`32., -7.9885346963393977787`3.7263758667346316, -0.5334065694692390336`3.}
{0.0009999901178755404`3., 7.`32., -5.5811332632611693734`3.5706311334319536, -0.2477457001786235458`3.}
{0.0009999907833251728`3., 7.`32., -8.1078426079871534951`3.7328140503848597, -0.388287831677035955`3.}
{8.3695234303302186163`3., 8.`32., 7.9700635540513037118`3.725370525460097, -0.1476130346368452473`3.}
{0.0009999923007879543`3., 8.`32., -8.1078418492553328633`3.732814009743586, -0.2144884231084288606`3.}
