{8.3711243022275780845`3., 0, 7.9701593630076787444`3.725375746127497, -0.3867828944207162833`3.}
{17.6480633495442162939`3., 2.`32., -0.0493426888765356232`1.5171315531516099, -2.0086214867089404734`3.}
{31.6660527207428330598`3., 2.`32., 8.6353877285925569612`3.760190583091903, -0.1387126662386602149`3.}
{76.9003530218820401387`3., 2.`32., 9.0790202081386988829`3.7819477236990444, -1.262507989010037468`3.}
{0.000999990021346794`3., 3.`32., -5.513892066568722953`3.565367001562025, -0.6056724612522346174`3.}
{8.4616497884398249596`3., 3.`32., 7.9755373484598273255`3.7256686940665498, -2.439312680460353544`3.}
{23.0566272904456717185`3., 3.`32., -0.711449121629736845`2.6760525884629702, -0.6935048437455143544`3.}
{59.9234192378754499941`3., 3.`32., -0.418654454136031754`2.445764457046161, -1.3809711587003778988`3.}
{59.9234290981870287851`3., 3.`32., -0.4185979214754263145`2.4457058084873733, -1.3809696713938524049`3.}
{6.3651390990103182688`3., 4.`32., -0.0117756995945086346`0.8948954589541032, -0.1351984204250070709`3.}
{27.2962440914019914828`3., 4.`32., -0.8118144070226477463`2.73336549528567, -1.30649620874065997`3.}
{40.7223076623327457924`3., 4.`32., 8.761152764377655659`3.7664699939469255, -0.3289844853664473656`3.}
{0.0009999900173753489`3., 5.`32., -5.5634832236960525493`3.569255523745215, -1.7878193435936902134`3.}
{8.3839797405454667967`3., 5.`32., 7.9709266217147036698`3.7254175520901813, -2.2613680313485202689`3.}
{18.2685447947218051468`3., 5.`32., 8.3603554481612615503`3.746133483203123, -0.3080097627835997609`3.}
{34.1153637330627077517`3., 5.`32., -1.092606150669635523`2.8623723819282683, -1.4996784619861376342`3.}
{65.8905940845865103483`3., 5.`32., 9.0017629418788370616`3.778236312711686, -0.6457493085393762877`3.}
{5.0723887820629931511`3., 6.`32., -1.5444588425093614414`3.0126850804453453, -0.1895468378490827166`3.}
{41.0882496370210716918`3., 6.`32., -1.2674967341203422634`2.9268555899316726, -1.6786058592615260565`3.}
{23.9390644586738829958`3., 6.`32., 8.4955209337751257422`3.753098755312127, -0.4553190673712527725`3.}
{0.0009999900169415377`3., 7.`32., -5.5614639589976164622`3.5690978680707635, -1.8125719735406653488`3.}
{5.5314905956297515388`3., 7.`32., -1.8453989153231591247`3.089999001952724, -0.1922812231289590112`3.}
{8.3683944490023751683`3., 7.`32., 7.9699962863284823639`3.725366859978145, -1.9092315162857997901`3.}
{47.0597965127793571583`3., 7.`32., -1.4123853421235212499`2.9738619427071544, -1.9075860171140879284`3.}
{29.6767989427955569681`3., 7.`32., 8.6029478902058880224`3.7585560332435453, -0.5107099349092666385`3.}
{5.3636814031306725425`3., 8.`32., -2.0307965796465032633`3.1315751642203664, -0.4995555480840957463`3.}
{36.1432002371172771404`3., 8.`32., 8.7015094778735304735`3.763503338510858, -0.5130815493913224445`3.}
{52.9422504258547235167`3., 8.`32., -1.5385875197958709068`3.0110309462943454, -2.1254915687377908817`3.}
