{8.3693433151259384317`3., 0, 7.970052974809894721`3.72536994898926, -0.3772599520964495801`3.}
{13.2939954181007990996`3., 2.`32., 0.179396414125324567`2.0777224988210174, -0.4628986021921410177`3.}
{0.0009999900179908073`3., 4.`32., 3.4538823951374015947`3.362216286679402, -0.9456097481905292312`3.}
{11.7657081626155264331`3., 4.`32., 7.5561463789757219288`3.702209103503492, -0.8277658132409022596`3.}
{23.5297477136053672098`3., 4.`32., -0.036427356337541184`1.3853363950388635, -1.5605627834411051058`3.}
{0.0009999901583185348`3., 6.`32., 3.4538826861776492685`3.362216323275081, -0.2242431330698546055`3.}
{25.1817155474146687766`3., 6.`32., 0.7753852640906814739`2.7134262840884085, -1.4188442680087853809`3.}
{41.1774615798479075579`3., 6.`32., 0.2927526805704490177`2.2904096212954648, -4.297453327145676738`3.}
{4.6845146321688613256`3., 8.`32., -1.9799249131649349811`3.12055746129854, -0.2406973987585884489`3.}
{0.0009999902176190398`3., 8.`32., -4.2508832213547099992`3.4523879153026726, -0.1156723298967374663`3.}
{35.2951502299166719467`3., 8.`32., 0.2099435680139726707`2.1460113147559583, -3.143427170934648629`3.}
{63.528503534588395496`3., 8.`32., 0.4137856388736383166`2.4406841546153504, -2.3731790420123624052`3.}
{5.1138426909679637333`3., 10.`32., -2.3423149816514804396`3.1935540371439504, -1.2470351843420897087`3.}
{47.060186793272379191`3., 10.`32., -0.5394641331278927539`2.555871316372057, -2.5150381415137790242`3.}
{47.0600345970579425625`3., 10.`32., -0.5394764904004872233`2.555881264454801, -2.5150467027749519033`3.}
