{8.3687815702738390655`3., 0, 7.9700194164657476093`3.7253681203647298, -0.4037619744450313131`3.}
{8.3451871427110120294`3., 2.`32., 4.0216706513511323841`3.42831524277007, -0.5038260731915414903`3.}
{52.9424674813297144738`3., 2.`32., -1.1736904974594466825`2.893462329366468, -2.2475377492838033433`3.}
{5.096832915054387847`3., 4.`32., -1.4467558524721320468`2.9843039888081133, -0.2542000864887606348`3.}
{76.0749050665528159243`3., 4.`32., 9.07362440915878008`3.7816895391930565, -1.2104922383770697625`3.}
{67.9769069974568509451`3., 4.`32., -1.7418354141228098119`3.064915857106683, -1.8982699009925352307`3.}
{8.4834023729908061284`3., 4.`32., 7.9768210380307968895`3.725738589599842, -0.5129830560810590967`3.}
{33.6619395497898494796`3., 4.`32., 8.665949107595705247`3.7617248751747248, -0.684947398525188933`3.}
{0.0009999900745183722`3., 6.`32., -5.5038335761599357181`3.564574034258958, -0.3530736487362929332`3.}
{23.5304130846401413635`3., 6.`32., 8.4530490017047129327`3.750922127500507, -0.2535779338930681526`3.}
{8.3638588311092050276`3., 6.`32., 7.9697251578187361143`3.7253520856151057, -0.4596595684260426085`3.}
{58.8217660194793552364`3., 6.`32., 0.4272598322916620192`2.454600806628211, -2.6222495738513114105`3.}
{0.0009999900569847258`3., 8.`32., -5.5955321389765457983`3.57175013547833, -0.4996191275448635394`3.}
{5.4973153989413754417`3., 8.`32., -2.3061617469416932539`3.1867985050221557, -1.6188058594757044339`3.}
{8.3687385563763196927`3., 8.`32., 7.9700167915676929267`3.725367977331336, -0.4464177023922938914`3.}
{76.1140460632176143463`3., 8.`32., -0.640054481640389673`2.63012568378561, -2.3611836447311960185`3.}
{32.9941236026960851291`3., 8.`32., 8.6559295944491018646`3.761222456259192, -0.1662427945319537304`3.}
