{8.5108635470879949736`3., 0, 7.9784369707272382275`3.7258265594283717, -0.6803119163798245772`3.}
{42.0137967407204158121`3., 0, 8.7767642110621352283`3.767243172078612, -0.2574918777144744597`3.}
{6.5977279894913394287`3., 1.`32., 7.8511279278936669069`3.7188407948451503, -0.4820622592424238517`3.}
{17.6480063025109643604`3., 1.`32., -1.0254052801269661955`2.834804290370234, -0.281817284010845881`3.}
{47.0598192956519412178`3., 1.`32., -1.4557175166037399246`2.986985848831613, -1.940514766705607741`3.}
{9.4233324117893637606`3., 2.`32., 8.0293596248745241664`3.7285896507966827, -0.8710451194449208012`3.}
{17.648319330823756701`3., 2.`32., -1.435309612082464451`2.980854334220147, -1.6665117731673180224`3.}
{66.5730900278963133587`3., 2.`32., 0.5997181879983370692`2.6018559610803065, -2.4595230045321554435`3.}
{16.3515433773929288463`3., 2.`32., 8.3049263120554803909`3.743244524341045, -0.8830046783269573929`3.}
{11.765732498110478943`3., 3.`32., -2.1488330870648724465`3.156111423452069, -2.2331652501897027996`3.}
{23.5304197674891391046`3., 3.`32., 8.465692267213617045`3.7515712185148566, -0.8236721006803571221`3.}
{0.0009999900389015138`3., 4.`32., -5.4378999705959524144`3.5593399554834497, -0.6758647586466901558`3.}
{4.612625167486761768`3., 4.`32., -2.7993461093524625673`3.2709653386206274, -1.5171182137551444402`3.}
{32.8261778820212342112`3., 4.`32., 8.6533781338427983861`3.7610944228002556, -0.4641277800559370226`3.}
{8.3708747655446700264`3., 5.`32., 7.9701443603563190095`3.725374928631317, -0.2799568015180648461`3.}
{0.0016451439624157981`3., 5.`32., -6.9228541200664813629`3.664193921101522, -1.2891722045345099801`3.}
{47.2956937232422518491`3., 5.`32., 8.8359742370742124549`3.7701631818792496, -0.3144288534674111735`3.}
{0.0009999900577559544`3., 6.`32., -5.6139407063648000365`3.5731765623110396, -0.5113197387538644945`3.}
{69.8288540363444525383`3., 6.`32., 9.0307876819459717532`3.779634372875046, -0.2496469423602143412`3.}
{0.0009999901318045164`3., 6.`32., -7.288030844837570106`3.686518942960085, -0.4377834138037646206`3.}
{8.3692487933537087486`3., 6.`32., 7.9700472805213890762`3.7253696387028703, -0.4677789827537189304`3.}
{8.3690368542802868745`3., 7.`32., 7.9700344887341404561`3.725368941667221, -0.1502133378173552969`3.}
{0.0009999901769203313`3., 7.`32., -5.6134820854484775358`3.573141081945322, -0.1713530188956596534`3.}
{0.0009999902567405176`3., 7.`32., -7.3806366265830027571`3.6920025650285355, -0.2246741282608681611`3.}
{0.0009999900648495501`3., 8.`32., -5.5782233559243238867`3.570404640674169, -0.4522340182606790493`3.}
{0.0009999904090763905`3., 8.`32., -7.4764140564174907981`3.6976020862778896, -0.1469764290229997883`3.}
{8.3694691037731363537`3., 8.`32., 7.9700604413473786534`3.725370355846594, -0.4487063650209017762`3.}
