{8.3703508744970029909`3., 0, 7.9701131629390893319`3.7253732286755765, -0.2706140668698281959`3.}
{8.3663880295906167817`3., 2.`32., 7.969875985512017849`3.7253603045955335, -0.2600499543160117444`3.}
{17.6479945606750838749`3., 2.`32., -0.0209631592317987683`1.1453654741007762, -1.1663227926033854498`3.}
{76.4716799234391260143`3., 2.`32., -0.7836930881278997044`2.7180547574185696, -1.8561024847639218116`3.}
{76.4716111311212642931`3., 2.`32., -0.785003823231246117`2.7187805128541447, -1.8560753480219049916`3.}
{0.0009999900197748626`3., 3.`32., -5.5138861878863215482`3.5653665385350632, -0.7801840152306389609`3.}
{8.8241727958751710048`3., 3.`32., 7.9965127013288204974`3.7268093723408393, -3.1919621954692756205`3.}
{18.8949294306035291413`3., 3.`32., -0.8465287933035313188`2.7515504754627194, -0.5335184010744673522`3.}
{47.0598407899757233963`3., 3.`32., 0.4151793556121736105`2.442144491452789, -1.4197547371544940731`3.}
{9.0047807325603983486`3., 4.`32., 8.0066427863632610191`3.727359193983535, -0.2824844914225392856`3.}
{23.530535433974453241`3., 4.`32., -0.8860392675836861743`2.771361710367502, -1.5837056185252991192`3.}
{0.0009999900182052779`3., 5.`32., -5.5662476715254168638`3.5694712674094227, -1.710661628420450775`3.}
{8.3851931350388788644`3., 5.`32., 7.9709989794985626915`3.7254214944729336, -2.1168533267687834609`3.}
{17.6481121019569080488`3., 5.`32., 6.872319687533821159`3.6610120948092058, -0.2722500997608403583`3.}
{29.4127710465267000473`3., 5.`32., -1.1799011710658557368`2.8957543731163464, -1.7736508802618440317`3.}
{63.477359112901865501`3., 5.`32., 8.9831067879416176125`3.777335303392594, -0.5986434468289282274`3.}
{4.5286311923044078043`3., 6.`32., -1.5687998037554650751`3.019476267277221, -0.1853389379509083335`3.}
{23.8143444298225404054`3., 6.`32., 8.4929091258257890078`3.752965218100608, -0.3829414480265403431`3.}
{77.7601020421357844725`3., 6.`32., 9.0845793343779894659`3.782213562848346, -0.604965801672458392`3.}
{36.3023397293047196399`3., 6.`32., -1.2284605801221509172`2.913269965976859, -1.4753228576498675917`3.}
{0.0009999900159779569`3., 7.`32., -5.5635925997400420682`3.569264061731855, -1.9082255736513240585`3.}
{5.3747290965331160351`3., 7.`32., -1.8779984415118682295`3.097603968468088, -0.2033420056067387627`3.}
{8.3685242781522326538`3., 7.`32., 7.9700040439498720984`3.725367282699863, -1.9978873737027138535`3.}
{31.1504253209489263554`3., 7.`32., 8.627178973896538405`3.759777548669161, -0.4655517816989542257`3.}
{44.8169676347743148881`3., 7.`32., -1.2952399953059136182`2.9362589873385545, -1.6329295356623652058`3.}
{5.3238955671385355117`3., 8.`32., -2.0345194622978751595`3.132370589632588, -0.464873963194961437`3.}
{8.3652931917537518558`3., 8.`32., 7.9698106814526087594`3.725356746032151, -0.127982594702795216`3.}
{39.653394661481755179`3., 8.`32., 8.7478532629482384295`3.76581023048752, -0.5463753156870331251`3.}
{52.9421716256831800251`3., 8.`32., -1.415743040016686741`2.9748931761980137, -2.0440968927519240772`3.}
