{8.3700072383421435518`3., 0, 7.9700926348273957313`3.7253721100895625, -0.4851112592037465365`3.}
{8.3699164067900664321`3., 2.`32., 7.9700871567069131377`3.725371811583833, -0.3366518078964535476`3.}
{14.4900836240897277207`3., 2.`32., -1.1621906246397937532`2.889186108619413, -1.1120188270924176166`3.}
{59.7667380432301698079`3., 2.`32., 8.9529898764785783771`3.775876834362508, -2.1070756417931741922`3.}
{0.0009999901026640143`3., 4.`32., -5.5269008030396621945`3.566390410867309, -0.2611346759167467724`3.}
{8.3710756531280825499`3., 4.`32., 7.9701563653063882756`3.725375582782536, -0.2637206718886359602`3.}
{29.4127640862615180595`3., 4.`32., -1.8730174974495147798`3.0964505754526463, -2.1133000907628387566`3.}
{0.0009999901338900664`3., 6.`32., -5.5843276084599470609`3.570879629494392, -0.2177619583278728177`3.}
{0.0010093301816148585`3., 6.`32., -6.8306628346421453635`3.658371589788383, -0.7154401317376450908`3.}
{0.0017616208520228238`3., 6.`32., -6.5521887428908798082`3.640295140199638, -0.7152912215860118827`3.}
{47.0598235126117572236`3., 6.`32., -2.1488475262257714653`3.1561143416995927, -2.6906564722155192904`3.}
{0.0009999901648603535`3., 8.`32., -5.5792649672235173156`3.5704857281067066, -0.17731049823435166`3.}
{0.0014540152022001164`3., 8.`32., -6.9846027400903752534`3.6680504509374066, -1.4408191982858444824`3.}
{64.7086513722325094022`3., 8.`32., -2.3973860297844961347`3.2036467111927776, -2.6381100970724928878`3.}
{0.0009999901985146436`3., 10.`32., -5.5781643613993551182`3.570400047611018, -0.1469528248209887866`3.}
{0.0014061617234423216`3., 10.`32., -7.2526447801640062069`3.6844051480637936, -1.8977095477852512495`3.}
{0.0010049713390924526`3., 10.`32., -7.4206002028835657399`3.694347774829593, -1.8978568257036181333`3.}
