{8.3703027361204771495`3., 0, 7.9701102880891821877`3.7253730720238893, -0.3628429295557070722`3.}
{13.7109977998139314082`3., 2.`32., 0.2518370080907522536`2.2250282920878894, -0.4073330913934515296`3.}
{5.5191729376936988771`3., 3.`32., 7.7618792455675242275`3.7138756229206393, -0.4060330378658066897`3.}
{59.2617482096051588769`3., 3.`32., -1.1155931715301328797`2.8714145882595052, -0.8892978924845489352`3.}
{22.8834830975661311925`3., 3.`32., -0.5822078514301526491`2.5889867988141986, -0.2019632526566512709`3.}
{11.765706263064599213`3., 4.`32., 7.8045148742373404294`3.7162546535971113, -1.4765734890251009936`3.}
{23.5304126615269133538`3., 4.`32., 0``2.823908740944319, -2.0755351363396465914`3.}
{48.5756908685247097424`3., 4.`32., 8.8493266932510413175`3.7708189693224097, -0.1996428011193275009`3.}
{17.6480801581146593549`3., 5.`32., 8.0538053679191274959`3.729909870976089, -2.3057230222467834935`3.}
{35.2950075373083151931`3., 5.`32., 0.3147038939151852746`2.3218108575321996, -2.5281135405532015881`3.}
{75.0542193159082700049`3., 5.`32., 9.0668704258505386899`3.7813661502399043, -0.3330599439644739701`3.}
{17.6482846222278979553`3., 5.`32., 8.3389789460334959369`3.745021618290651, -2.3058561489041871084`3.}
{0.0009999900510451088`3., 6.`32., 3.4538826409902367574`3.362216317593172, -0.6220078723739489446`3.}
{23.5304416939664484687`3., 6.`32., 0.5165205778603798029`2.5369963691681883, -1.457581028568785575`3.}
{23.5304268223010666361`3., 6.`32., 0.5162036604647311226`2.5367298207995876, -1.4575815271563707931`3.}
{47.2797213520432251244`3., 6.`32., 0.1817151655871600255`2.083299915120651, -1.9556875981783505836`3.}
{8.3485862515078004265`3., 7.`32., 7.9688112459496816952`3.7253022809314054, -0.1378084310105775756`3.}
{0.0009999905411546904`3., 7.`32., -5.7342276039758357682`3.5823836679902596, -0.2844394840526934809`3.}
{29.4122281511997520909`3., 7.`32., 0.1700717547073554638`2.054540933491022, -2.1489170594184425767`3.}
{63.7341985983489038858`3., 7.`32., -0.387827797533085747`2.412547674832385, -2.0435844397030007435`3.}
{63.7342275166270013642`3., 7.`32., -0.3878186101278585765`2.412537386537734, -2.0435823136064588113`3.}
{0.0009999901182575284`3., 8.`32., 3.4538824459263817587`3.3622162930656576, -0.248016843937740844`3.}
{4.5857923800510915768`3., 8.`32., -1.8095767890155803797`3.0814857579757966, -0.1072136136006349716`3.}
{35.2952254860615184384`3., 8.`32., 0.1649440729933587388`2.0412454554147965, -2.3884367695937380738`3.}
{76.4715875656877983602`3., 8.`32., -0.2967334630424252426`2.2962752660114116, -2.6434627475082894676`3.}
{77.0662679451147170084`3., 8.`32., 9.0800980509316131088`3.781999279195429, -0.4477025884902498531`3.}
