{8.369830767560719309`3., 0, 7.9700820754588637669`3.725371534703713, -0.3862610362960919308`3.}
{0.000999990186989861`3., 1.`32., -5.4734693837225221516`3.5621714341114186, -0.7366219441947888802`3.}
{23.5304136214055219511`3., 1.`32., -0.2799084107059268928`2.2709246893150676, -1.1185501569260880572`3.}
{0.0009999900876429702`3., 2.`32., -5.5965300808543426728`3.5718275833415425, -0.4037634543273090904`3.}
{8.3686394652288615958`3., 3.`32., 7.9700107400157874941`3.72536764757587, -0.1485339258297707909`3.}
{0.0009999902163001187`3., 3.`32., -5.6157685325464452041`3.573317939939735, -0.1481981905878078376`3.}
{0.000999990129628414`3., 4.`32., -5.5825619125029961084`3.5707422891874465, -0.2248018226400441133`3.}
{0.0009999901550587613`3., 5.`32., -5.5752050611781792341`3.570169586709418, -0.1868476531469413227`3.}
{0.0009999901405752471`3., 6.`32., -5.5764516420079196697`3.5702666813729764, -0.2068751701852520053`3.}
{0.0009999902292581514`3., 7.`32., -5.5780276951509844534`3.5703894071707616, -0.1270548561027234069`3.}
{0.0009999901580336143`3., 8.`32., -5.5787505000536405139`3.5704456797210735, -0.1845591167497888652`3.}
