{8.3700791247395773809`3., 0, 7.9700969256534599368`3.7253723438988366, -0.3106671546992894051`3.}
{64.7069053086702012934`3., 0, -1.8842663460183846694`3.0990510324109244, -4.3458668287941844`3.}
{23.5303231147986764427`3., 0, -2.2722730623261161114`3.1803692609127148, -0.9210012593167037354`3.}
{8.2686834235965491757`3., 2.`32., 7.9640028915186693982`3.7250401499805514, -0.1853464903242364459`3.}
{39.8035709415177905157`3., 2.`32., 8.7497433563133527276`3.7659040556155983, -0.1385766670991224747`3.}
{76.9764875804137886917`3., 2.`32., 9.0795147352178039517`3.781971378733148, -0.1284062263960184525`3.}
{18.0966249119499877906`3., 2.`32., 0.2265724531689852966`2.17911584786651, -0.8347918625202205289`3.}
{11.76569938405670257`3., 4.`32., 7.7003665211187778064`3.7104201381052504, -1.1752396015709227761`3.}
{41.3971936515656011579`3., 4.`32., 0.0797383981890621737`1.7255762481091872, -1.8400544544269639147`3.}
{21.5515271998748083604`3., 6.`32., 0.2229897242784224921`2.1721935914722956, -0.9857150144863078278`3.}
{35.2951628080372117324`3., 6.`32., -2.6257982713568158616`3.243170099026102, -0.9225265645187680219`3.}
{46.4871714299754827948`3., 6.`32., 8.827353116254297541`3.769739240747172, -0.1737125098570355686`3.}
{0.0009999907257569837`3., 8.`32., -5.8170596019115160822`3.5886122545705486, -0.2378428350890816056`3.}
{30.7160044999827519518`3., 8.`32., 0.0632219995300753222`1.6247769681509123, -1.7365078552863331129`3.}
{47.5446593496367597709`3., 8.`32., -2.6137214632197124392`3.2411680451406384, -1.3336489163788416423`3.}
{3.7554864502390912229`3., 10.`32., -2.2090154885045242031`3.1681075018806997, -0.2868130391849812444`3.}
{46.9035942482792975738`3., 10.`32., -0.5331573505544088907`2.5507641420768032, -2.0572776535129237985`3.}
{70.5892573858833429767`3., 10.`32., -2.525521309322828841`3.2262597782085547, -1.556081793540178726`3.}
