{3., 5.749976798054801}
{3.5, 6.683884762652052}
{4., 6.581738611227654}
{4.5, 5.812070002062821}
{5., 13.454462058666195}
{5.5, 8.59057600350672}
{6., 12.08591350869648}
{6.5, 13.771903893463037}
{7., 8.930235862050205}
{7.5, 6.008831250509137}
{8., 3.898466543369445}
{8.5, 2.160536622985276}
{9., 3.3322723436462613}
{9.5, 0.6935685461787182}
{10., 0.5444970376803688}
{12., 0.032024439536995915}
