{3., 0.7850275709642809}
{3.5, 0.8259232183598982}
{4., 0.7067745577892244}
{4.5, 0.5472983654298438}
{5., 0.3866238784594502}
{5.5, 0.272474568237177}
{6., 0.19974770578571102}
{6.5, 0.1594533861843913}
{7., 0.13100465604397038}
{7.5, 0.10174704282649316}
{8., 0.07382983791096158}
{8.5, 0.0504208022399495}
{9., 0.03279390738488653}
{9.5, 0.019552381916231674}
{10., 0.011403169655685018}
{12., 0.0007161018362704935}
