{3., 0.0006166389580188667}
{3.5, 0.09136827586119822}
{4., 2.379064554565712}
{4.5, 3.5776837430848185}
{5., 4.176812007715615}
{5.5, 4.277949223627649}
{6., 3.9893620083399637}
{6.5, 3.4288082229009555}
{7., 2.754016912587053}
{7.5, 2.0762221881354646}
{8., 1.4656908107659274}
{8.5, 0.9915101109499801}
{9., 0.6255169185123379}
{9.5, 0.3747383282315796}
{10., 0.2196093627842354}
{12., 0.013518161376114064}
