{3., 0.00003487352835903722}
{3.5, 0.005266076883890674}
{4., 0.6812310489821842}
{4.5, 0.8508102457969807}
{5., 0.6420523988924933}
{5.5, 0.33647326134915734}
{6., 0.08841240422226525}
{6.5, 0.0019233516248618617}
{7., 0.000021104842944138078}
{7.5, 2.296230538835212*^-7}
{8., 2.4817456457382347*^-9}
{8.5, 0.}
{9., 0.}
{9.5, 0.}
{10., 0.}
{12., 0.}
