{3., 0.7392708506123417}
{3.5, 0.7603915498022409}
{4., 0.6382018824074978}
{4.5, 0.4838941581927949}
{5., 0.34227910642947285}
{5.5, 0.2369275621017683}
{6., 0.17914036075903}
{6.5, 0.14738637094681625}
{7., 3.6640838560472195}
{7.5, 0.5007284454778557}
{8., 0.6873672422855691}
{8.5, 0.2595951633345801}
{9., 0.02808226822940266}
{9.5, 0.06769285150018998}
{10., 0.16933844387268104}
{12., 0.05765463096866494}
