{3., 0.}
{3.5, 0.}
{4., 0.}
{4.5, 0.}
{5., 3.91594262636775}
{5.5, 0.1500067883361973}
{6., 0.3624397134640753}
{6.5, 0.41299402001299346}
{7., 0.}
{7.5, 0.0837581973485302}
{8., 0.03987617686143615}
{8.5, 0.018280658706370648}
{9., 2.248495119705001}
{9.5, 0.12929440570034684}
{10., 0.14818159821431134}
{12., 0.00005375689337924133}
