{3., 0.00014186771330006602}
{3.5, 1.2627701765515378}
{4., 2.6611443046052585}
{4.5, 3.564147245887502}
{5., 3.0683403412667434}
{5.5, 2.9612730919482715}
{6., 2.5195524921306363}
{6.5, 1.937221312017118}
{7., 6.627063321685641}
{7.5, 2.4325435250186116}
{8., 1.1125339362325823}
{8.5, 0.48813479222686823}
{9., 0.15245790368482998}
{9.5, 0.0772205429463095}
{10., 0.030911891959110996}
{12., 0.0005236893868265717}
