{3., 5.445465867795877}
{3.5, 6.335876041768579}
{4., 6.045162022701868}
{4.5, 5.228652622900982}
{5., 12.95954320862259}
{5.5, 7.280708693556971}
{6., 10.0054195935809}
{6.5, 9.898626742391462}
{7., 4.962566874218714}
{7.5, 3.002325643518553}
{8., 1.7380234360202327}
{8.5, 0.765570365200429}
{9., 2.75645931297951}
{9.5, 0.3963610713499263}
{10., 0.35001239708745835}
{12., 0.00540582029921326}
