{1.`32., 6.1932536341973515*^-9}
{2.`32., 0.0004642914911000834}
{3.`32., 0.01025730061266503}
{4.`32., 0.04444785880183908}
{5.`32., 0.0782722723181283}
{6.`32., 0.19040691207272384}
{7.`32., 0.24042108794860456}
{8.`32., 0.25299580846363795}
{9.`32., 0.2699971676488369}
{10.`32., 0.2766688219695964}
{11.`32., 0.29270752558629626}
{12.`32., 0.30614765066166605}
{13.`32., 0.3253009699662328}
{14.`32., 0.35600597867855494}
{15.`32., 0.39706881122430926}
