{1.`32., 0.000038162540924439794}
{2.`32., -9.40742957345218*^15}
{3.`32., 0.043045660172764934}
{4.`32., 0.05535934537383032}
{5.`32., 0.08286887549639624}
{6.`32., 0.09398027660197308}
{7.`32., 0.10882711101200238}
{8.`32., 0.21522261179587196}
{9.`32., 0.4316814903363082}
{10.`32., 0.5134607888150704}
{11.`32., 0.8671245004366845}
{12.`32., 1.0623069612097982}
{13.`32., 1.171244985122761}
{14.`32., 1.740445366741028}
