{1.`32., 1.0186600499588487}
{2.`32., 3.9207398013160253}
{3.`32., 4.213452324304345}
{4.`32., 4.238385245430157}
{5.`32., 4.297262684709674}
{6.`32., 4.31013755410946}
{7.`32., 4.319791790165805}
{8.`32., 4.326781567228544}
{9.`32., 4.329824986279648}
{10.`32., 4.331531456312669}
{11.`32., 4.331717935972968}
{12.`32., 4.33219944192162}
{13.`32., 4.3324482480003645}
{14.`32., 4.332505530296935}
