{3.`32., Around[0.9745781286929756607076255266462003435209224063330232924666`32., 0.0694469121961204636695566123554222069574808184230980073692`32.]}
{3.5`32., Around[1.0216670815020380625559598705613161179053694996807318678165`32., 0.0228366496073246638950596214079691907426583507446183027066`32.]}
{4.`32., Around[0.9315354653047128076819430611109463387185378876580910959368`32., 0.1839886384205289672296880519289060678671687732143799324827`32.]}
{4.5`32., {0, 0}}
{5.`32., {0, 0}}
{5.5`32., {0, 0}}
{6.`32., {0, 0}}
{6.5`32., {0, 0}}
{7.`32., Around[0.1583303804490645525258616464602034431647867360719226807856`32., 0.0111374214574984401148973916742842779234360642655336419015`32.]}
{7.5`32., Around[0.7261126311835750161600075948535853971635109949719067664194`32., 0.2478258703382506667799110562028343820030641414168280444812`32.]}
{8.`32., Around[1.3866600635641864358740384579315432822190139685545375264568`32., 0.0164221263187621771971827590392787657458075172501024523437`32.]}
{8.5`32., Around[2.2072099166410859863230142627557565775761998686296839180563`32., 0.0179935489302204629777229366108092418397888460564854219591`32.]}
{9.`32., {0, 0}}
{9.5`32., {0, 0}}
{10.`32., {0, 0}}
{12.`32., {0, 0}}
