{3.`32., 0}
{3.5`32., 0}
{4.`32., 0}
{4.5`32., 0}
{5.`32., 0}
{5.5`32., Around[0.1517218302517865131452336915248150771598399668589146951224`32., 0.0006955831166832012125884084222680741692326185167596867545`32.]}
{6.`32., Around[0.38309665669701490099044664493983929586444554313424742391`32., 0.0035937677182599725109718250242225406955622438454340148865`32.]}
{6.5`32., Around[0.6605412739386699619487179457419045130158804869525087856775`32., 0.0108832044081170680520748996433972133726813793619435073753`32.]}
{7.`32., {0, 0}}
{7.5`32., {0, 0}}
{8.`32., {0, 0}}
{8.5`32., {0, 0}}
{9.`32., {0, 0}}
{9.5`32., Around[0.1778058148681861945903909495210136204008681144247038597232`32., 0.0112010443713053174509757621841621316781373351881444625295`32.]}
{10.`32., {0, 0}}
