{3.`32., Around[1.0490943327790737715010395397266577539384411670444273770909`32., 0.1533948820822328413301299643778287277874432707436741919424`32.]}
{3.5`32., Around[1.4184896593107874757828256338255381119192418560418918927347`32., 0.3724696299148710057688225830076992717601403851920180259961`32.]}
{4.`32., {0, 0}}
{4.5`32., {0, 0}}
{5.`32., {0, 0}}
{5.5`32., {0, 0}}
{6.`32., {0, 0}}
{6.5`32., Around[0.1703927502792126464435017507530993697473484072163570684532`32., 0.0085909302036747975789094554935009414639775683308874107919`32.]}
{7.`32., Around[0.1569693362018714902947038525041943452300830657059535700864`32., 0.0225644098693548149101313234829966463710776409682831177004`32.]}
{7.5`32., {0, 0}}
{8.`32., Around[1.3615378935933186569648173405687788779590943201077998847142`32., 0.0240837103160115453037083142457344819373133609197794340953`32.]}
{8.5`32., Around[2.1710064304551854844511973032401597792853117847400449874324`32., 0.0319800196166982714215213492215987723187770672030135429274`32.]}
{9.`32., {0, 0}}
{9.5`32., {0, 0}}
{10.`32., {0, 0}}
