{4.0000000048799365, 0.8659762911814135}
{4.000000078074725, 0.8659762924251232 - 3.2306860792913705*^-9*I}
{4.000000395217447, 0.8659762981703034 - 3.6791511165475896*^-8*I}
{4.000001248923828, 0.865976316512474 - 2.0663389051999053*^-7*I}
{4.0000030486336, 0.8659763689181612 - 7.876865408995662*^-7*I}
{4.000006320389338, 0.8659765118819492 - 2.3493297551957634*^-6*I}
{4.000011706553726, 0.8659768810726425 - 5.913804719249458*^-6*I}
{4.000019965466433, 0.8659777697939309 - 0.000013143616869600977*I}
{4.000031971042059, 0.8659797555369887 - 0.000026551058281502773*I}
{4.000048712310884, 0.865983889637696 - 0.00004971901483082648*I}
{4.000071292904347, 0.8659919651810253 - 0.00008751715620278412*I}
{4.000100930487503, 0.8660068768401584 - 0.0001462915342289964*I}
{4.000138956140858, 0.8660330827553329 - 0.00023399883047064025*I}
{4.000186813694302, 0.8660771722952556 - 0.00036024953432172433*I}
{4.0002460590160105, 0.866148534127412 - 0.0005362180242021841*I}
{4.000318359259431, 0.866260106176134 - 0.0007743730023646357*I}
{4.0004054920717, 0.8664291728416341 - 0.001087980420502975*I}
{4.0005093447669795, 0.8666781558792587 - 0.0014903345487162982*I}
{4.0006319134684505, 0.8670353248614743 - 0.0019936828305047076*I}
{4.000775302222831, 0.8675353332168272 - 0.002607828038875868*I}
{4.000941722091489, 0.8682194693099463 - 0.0033384178230463184*I}
{4.001133490222371, 0.8691355024049708 - 0.004184966842975966*I}
{4.001353028907094, 0.870337004482508 - 0.005138698784763132*I}
{4.001602864627732, 0.8718820443898564 - 0.006180341428133464*I}
{4.001885627097907, 0.8738311834016214 - 0.007278052662672311*I}
{4.0022040483029535, 0.8762447519221876 - 0.008385692506723991*I}
{4.002560961544007, 0.8791794542509529 - 0.009441678511739127*I}
{4.002959300490973, 0.8826844275341218 - 0.0103686623462788*I}
{4.003402098249421, 0.8867969646545 - 0.011074238224389963*I}
{4.0038924864465315, 0.8915381887287664 - 0.011452836380871391*I}
{4.00443369434127, 0.8969090275642736 - 0.011388868194921895*I}
{4.005029047964062, 0.9028868686415414 - 0.01076107963985073*I}
{4.005681969291232, 0.9094232699540638 - 0.009447946799842677*I}
{4.006395975459594, 0.9164430544906169 - 0.00733382504520213*I}
{4.00717467802652, 0.9238450269008018 - 0.004315457585674513*I}
{4.008021782280932, 0.9315044265448075 - 0.00030837438967440633*I}
{4.00894108661061, 0.9392770837642423 + 0.004747319315865997*I}
{4.009936481931277, 0.9470050918423139 + 0.010882247827098896*I}
{4.0110119511828906, 0.9545236634545609 + 0.018094577858966395*I}
{4.012171568898606, 0.9616687242477361 + 0.026348642376798254*I}
{4.013419500851852, 0.9682847209866077 + 0.035575533988434715*I}
{4.014760003786985, 0.9742320957509332 + 0.04567566585492585*I}
{4.016197425238942, 0.9793939030671325 + 0.05652313829680788*I}
{4.017736203447363, 0.9836811196020885 + 0.06797160697591781*I}
{4.0193808673705815, 0.9870363068836412 + 0.07986123745910427*I}
{4.021136036804924, 0.9894354235384264 + 0.09202626049383916*I}
{4.023006422614737, 0.9908877300941047 + 0.10430261670513795*I}
{4.024996827078543, 0.9914338719817347 + 0.11653519781948529*I}
{4.027112144356737, 0.991142352303452 + 0.12858424866933188*I}
{4.029357361086243, 0.990104705506161 + 0.14033058156718478*I}
{4.031737557107532, 0.9884297502781221 + 0.15167936165493962*I}
{4.03425790632944, 0.9862373324897132 + 0.1625623374512113*I}
{4.036923677737223, 0.9836519680114421 + 0.17293850458827043*I}
{4.039740236549314, 0.9807967647501474 + 0.18279329376340794*I}
{4.042713045528288, 0.9777879492226148 + 0.19213645950014716*I}
{4.04584766645157, 0.9747302525195571 + 0.20099891012486193*I}
{4.049149761747469, 0.9717133309777791 + 0.20942875952377335*I}
{4.05262509630221, 0.9688093152502344 + 0.21748689802388532*I}
{4.056279539443648, 0.9660715038001846 + 0.2252423751703128*I}
{4.060119067107526, 0.9635341479522851 + 0.2327678645662817*I}
{4.064149764192138, 0.9612132189054826 + 0.24013544440539958*I}
{4.068377827107431, 0.9591080045276394 + 0.2474128812927208*I}
{4.072809566524719, 0.9572033559792928 + 0.25466055379157465*I}
{4.077451410333255, 0.9554723908062925 + 0.26192909984451357*I}
{4.082309906810166, 0.9538794587713625 + 0.269257822207485*I}
{4.087391728010344, 0.9523831874115938 + 0.2766738409977199*I}
{4.0927036733831645, 0.9509394437847801 + 0.2841919443123307*I}
{4.0982526736230565, 0.9495040746221471 + 0.2918150577986087*I}
{4.104045794761242, 0.9480353166943727 + 0.2995352325324204*I}
{4.110090242506189, 0.9464958003618613 + 0.3073350374802958*I}
{4.116393366840638, 0.9448541000488146 + 0.3151892376006961*I}
{4.122962666883355, 0.9430858141391633 + 0.32306664034509086*I}
{4.129805796024092, 0.941174182312253 + 0.33093200078247553*I}
{4.136930567340654, 0.9391102697751846 + 0.3387478875030133*I}
{4.144344959307283, 0.9368927647285328 + 0.3464764265431732*I}
{4.152057121804065, 0.9345274475686097 + 0.35408085755436136*I}
{4.16007538243749, 0.9320263979018585 + 0.36152685416044933*I}
{4.168408253182765, 0.9294070087622532 + 0.368783577921885*I}
{4.177064437359042, 0.9266908769778456 + 0.37582445172957235*I}
{4.1860528369492505, 0.9239026350303227 + 0.38262765316429653*I}
{4.19538256027682, 0.9210687836495466 + 0.3891763409387308*I}
{4.205062930052235, 0.9182165764537009 + 0.39545863772680323*I}
{4.215103491803007, 0.9153729988317127 + 0.4014674003751027*I}
{4.225514022701408, 0.9125638735640103 + 0.40719981371361963*I}
{4.236304540805039, 0.9098131159157767 + 0.41265684707852057*I}
{4.247485314726133, 0.9071421515559066 + 0.41784261345144086*I}
{4.2590668737463915, 0.9045695020079415 + 0.42276367008990423*I}
{4.271060018394988, 0.9021105346896381 + 0.4274282969890768*I}
{4.283475831508457, 0.8997773681226781 + 0.43184578580790406*I}
{4.296325689792119, 0.8975789176915596 + 0.4360257673418426*I}
{4.309621275903861, 0.8955210634293802 + 0.4399776005422501*I}
{4.323374591082214, 0.8936069186776155 + 0.4437098407540823*I}
{4.337597968341927, 0.8918371770291638 + 0.4472297995191092*I}
{4.352304086261532, 0.8902105146047188 + 0.45054320318230595*I}
{4.367505983388776, 0.8887240252925247 + 0.45365395281391296*I}
{4.383217073291287, 0.8873736679458599 + 0.4565639837471312*I}
{4.399451160281378, 0.8861547065197085 + 0.4592732194202589*I}
{4.416222455845554, 0.885062126577282 + 0.46177961125461403*I}
{4.433545595811024, 0.8840910143545189 + 0.4640792540157492*I}
{4.4514356582834145, 0.8832368874941781 + 0.4661665644873128*I}
{4.469908182391786, 0.8824959695234028 + 0.4680345103034999*I}
{4.488979187879203, 0.8818654030397047 + 0.4696748753882588*I}
{4.508665195579278, 0.8813433992986616 + 0.47107854857468606*I}
{4.528983248821485, 0.8809293243894853 + 0.4722358225546601*I}
{4.5499509358105135, 0.8806237243875756 + 0.4731366912598428*I}
{4.571586413027576, 0.88042829374914 + 0.47377113502210616*I}
{4.593908429704415, 0.880345792740748 + 0.47412938432675944*I}
{4.6169363534237, 0.8803799208692591 + 0.47420215458176185*I}
{4.640690196902693, 0.8805351541001316 + 0.4739808460118933*I}
{4.66519064602043, 0.8808165541401137 + 0.4734577044868956*I}
{4.69045908915222, 0.8812295582374087 + 0.4726259407528199*I}
{4.7165176478790825, 0.8817797578485497 + 0.4714798071103932*I}
{4.743389209143773, 0.882472674170862 + 0.4700146320356848*I}
{4.771097458929365, 0.8833135379797847 + 0.4682268145375415*I}
{4.799666917540904, 0.884307080480095 + 0.4661137811719587*I}
{4.829122976575547, 0.8854573410178918 + 0.4636739095719592*I}
{4.859491937671779, 0.8867674965437339 + 0.4609064230956741*I}
{4.890801053133806, 0.888239716702358 + 0.4578112617441883*I}
{4.92307856853316, 0.8898750473841197 + 0.45438893485863463*I}
{4.956353767395754, 0.8916733245378045 + 0.4506403612817216*I}
{4.990657018089409, 0.8936331190403696 + 0.4465667026747524*I}
{5.026019823033938, 0.8957517124694884 + 0.44216919553246664*I}
{5.062474870363548, 0.8980251027486751 + 0.43744898715208497*I}
{5.100056088179427, 0.900448037847768 + 0.432406980408585*I}
{5.138798701539092, 0.9030140750354778 + 0.4270436916851427*I}
{5.178739292338363, 0.9057156626039756 + 0.42135912572580564*I}
{5.219915862251736, 0.9085442405232618 + 0.41535267053661273*I}
{5.262367898907573, 0.9114903561375578 + 0.4090230147807646*I}
{5.306136445485848, 0.9145437907867336 + 0.4023680894114075*I}
{5.351264173938383, 0.9176936931200459 + 0.3953850345792891*I}
{5.397795462044484, 0.9209287148623757 + 0.38807019215777755*I}
{5.4457764745288335, 0.9242371448881521 + 0.3804191235588087*I}
{5.495255248483457, 0.927607037647246 + 0.3724266518829229*I}
{5.546281783351545, 0.9310263322611697 + 0.36408692686571204*I}
{5.598908135748106, 0.9344829589569185 + 0.35539351056106316*I}
{5.653188519410865, 0.9379649299190647 + 0.34633948124626723*I}
{5.709179410594539, 0.9414604121072263 + 0.3369175526514096*I}
{5.766939659242906, 0.9449577800944534 + 0.3271202053100021*I}
{5.826530606295876, 0.9484456475211034 + 0.3169398266025526*I}
{5.88801620751325, 0.9519128763171585 + 0.3063688559213181*I}
{5.951463164223291, 0.9553485634126718 + 0.29539993132313846*I}
{6.0169410614325045, 0.9587420052204614 + 0.28402603405706434*I}
{6.084522513763596, 0.9620826407270509 + 0.2722406274524108*I}
{6.154283319721427, 0.9653599745574615 + 0.2600377868277695*I}
{6.226302624822175, 0.9685634818776205 + 0.24741231732833102*I}
{6.3006630941590815, 0.9716824974563216 + 0.23435985691264274*I}
{6.377451095019287, 0.9747060916189537 + 0.22087696208491128*I}
{6.456756890210663, 0.9776229361804318 + 0.20696117439863632*I}
{6.538674842805442, 0.9804211637384466 + 0.1926110662345688*I}
{6.623303633059188, 0.9830882239346143 + 0.1778262648729068*I}
{6.71074648831955, 0.9856107404454794 + 0.1626074544279031*I}
{6.801111426799643, 0.9879743725435374 + 0.14695635578374688*I}
{6.894511516156303, 0.9901636850673751 + 0.1308756852543055*I}
{6.991065147884113, 0.9921620305574222 + 0.1143690932762435*I}
{7.090896328612731, 0.993951447148471 + 0.0974410850249455*I}
{7.19413498947795, 0.9955125755618466 + 0.08009692540500576*I}
