{4.0000000048799365, -0.999999999999874}
{4.000000078074725, -0.9999999817011771}
{4.000000395217447, -0.9999999024155035}
{4.000001248923828, -0.9999996889889738}
{4.0000030486336, -0.9999992390618933}
{4.000006320389338, -0.9999984211243951}
{4.000011706553726, -0.9999970745878485}
{4.000019965466433, -0.9999950098719322}
{4.000031971042059, -0.9999920085072528}
{4.000048712310884, -0.9999878232533659}
{4.000071292904347, -0.999982178232044}
{4.000100930487503, -0.999974769075618}
{4.000138956140858, -0.9999652630902243}
{4.000186813694302, -0.9999532994338168}
{4.0002460590160105, -0.9999384893088799}
{4.000318359259431, -0.9999204161699433}
{4.0004054920717, -0.9998986359463243 + 1.6043742948679584*^-10*I}
{4.0005093447669795, -0.9998726772810784 + 3.530808812814016*^-10*I}
{4.0006319134684505, -0.9998420417880878 + 7.427932460639038*^-10*I}
{4.000775302222831, -0.9998062043307173 + 1.5001414826859712*^-9*I}
{4.000941722091489, -0.9997646133277693 + 2.918935930023643*^-9*I}
{4.001133490222371, -0.999716691095859 + 5.488669015571917*^-9*I}
{4.001353028907094, -0.9996618342421584 + 9.99969449220665*^-9*I}
{4.001602864627732, -0.9995994141280768 + 1.7690793389458215*^-8*I}
{4.001885627097907, -0.9995287774332431 + 3.044906057061366*^-8*I}
{4.0022040483029535, -0.9994492468604136 + 5.107079320968307*^-8*I}
{4.002560961544007, -0.9993601220358524 + 8.358836723967426*^-8*I}
{4.002959300490973, -0.9992606806762623 + 1.336608350527028*^-7*I}
{4.003402098249421, -0.9991501801121502 + 2.0901387303139253*^-7*I}
{4.0038924864465315, -0.9990278592778298 + 3.1989634616825143*^-7*I}
{4.00443369434127, -0.998892941298831 + 4.794947339300622*^-7*I}
{4.005029047964062, -0.9987446368265082 + 7.042117204383493*^-7*I}
{4.005681969291232, -0.9985821482847114 + 1.013670467718634*^-6*I}
{4.006395975459594, -0.9984046752016168 + 1.4302510700176213*^-6*I}
{4.00717467802652, -0.9982114207978527 + 1.9779007696082517*^-6*I}
{4.008021782280932, -0.9980015999863506 + 2.6798859497468778*^-6*I}
{4.00894108661061, -0.9977744489063183 + 3.5550739977981647*^-6*I}
{4.009936481931277, -0.9975292360601021 + 4.612250240461525*^-6*I}
{4.0110119511828906, -0.9972652750448021 + 5.84189375925153*^-6*I}
{4.012171568898606, -0.9969819387685859 + 7.204761424663119*^-6*I}
{4.013419500851852, -0.9966786749141664 + 8.616568125602119*^-6*I}
{4.014760003786985, -0.996355022259751 + 9.928009576382178*^-6*I}
{4.016197425238942, -0.9960106272934237 + 0.00001089935905253499*I}
{4.017736203447363, -0.9956452603645137 + 0.0000111688874941709*I}
{4.0193808673705815, -0.9952588304108215 + 0.000010214413547360555*I}
{4.021136036804924, -0.9948513970909022 + 7.307391205595259*^-6*I}
{4.023006422614737, -0.994423178944596 + 1.4590913174426085*^-6*I}
{4.024996827078543, -0.9939745560123372 - 8.641368777400008*^-6*I}
{4.027112144356737, -0.9935060651749026 - 0.00002469714588183843*I}
{4.029357361086243, -0.9930183863409788 - 0.00004888164572628378*I}
{4.031737557107532, -0.9925123175209396 - 0.00008392371849197867*I}
{4.03425790632944, -0.9919887367917438 - 0.00013319906825545993*I}
{4.036923677737223, -0.9914485491890923 - 0.00020082646890015992*I}
{4.039740236549314, -0.9908926166666853 - 0.0002917669621116518*I}
{4.042713045528288, -0.9903216694444643 - 0.00041192379260428756*I}
