{4.0000000048799365, 0.9999999999999755}
{4.000000078074725, 0.9999999999937189 + 1.6739538057281374*^-9*I}
{4.000000395217447, 0.9999999998390546 + 1.9064039477682735*^-8*I}
{4.000001248923828, 0.9999999983928662 + 1.0708260023855702*^-7*I}
{4.0000030486336, 0.9999999904250785 + 4.082971107307721*^-7*I}
{4.000006320389338, 0.9999999588554984 + 1.2183125808269593*^-6*I}
{4.000011706553726, 0.9999998589033721 + 3.0690055422996724*^-6*I}
{4.000019965466433, 0.9999995898303781 + 6.828577297456491*^-6*I}
{4.000031971042059, 0.99999894912976 + 0.000013816628962011369*I}
{4.000048712310884, 0.9999975633200788 + 0.00002593143680985826*I}
{4.000071292904347, 0.9999947890132705 + 0.00004578526762163844*I}
{4.000100930487503, 0.9999895777347653 + 0.00007684190852517255*I}
{4.000138956140858, 0.9999802981887944 + 0.00012354860822310588*I}
{4.000186813694302, 0.9999645104104069 + 0.00019145238490728814*I}
{4.0002460590160105, 0.9999386876611731 + 0.00028728824250124523*I}
{4.000318359259431, 0.9998978841391025 + 0.0004190243953713744*I}
{4.0004054920717, 0.9998353496970834 + 0.0005958473355239241*I}
{4.0005093447669795, 0.9997420968706614 + 0.0008280677505647318*I}
{4.0006319134684505, 0.9996064306132524 + 0.0011269272386873563*I}
{4.000775302222831, 0.9994134571411235 + 0.0015042858382323552*I}
{4.000941722091489, 0.9991445949987778 + 0.0019721719866786546*I}
{4.001133490222371, 0.9987771185228626 + 0.002542180027833919*I}
{4.001353028907094, 0.9982837708088452 + 0.003224706116944356*I}
{4.001602864627732, 0.9976324894149996 + 0.004028021533399878*I}
{4.001885627097907, 0.9967862925870192 + 0.004957193018723953*I}
{4.0022040483029535, 0.995703375885344 + 0.006012872586858817*I}
{4.002560961544007, 0.9943374678707958 + 0.0071899937805433595*I}
{4.002959300490973, 0.9926384881720399 + 0.008476426723141037*I}
{4.003402098249421, 0.9905535412552137 + 0.009851659373863323*I}
{4.0038924864465315, 0.9880282643165783 + 0.011285585706312998*I}
{4.00443369434127, 0.9850085281512875 + 0.012737491505554999*I}
{4.005029047964062, 0.9814424663763797 + 0.014155333518232536*I}
{4.005681969291232, 0.9772827823239305 + 0.015475406372676428*I}
{4.006395975459594, 0.9724892561057881 + 0.016622482972190277*I}
{4.00717467802652, 0.9670313490124717 + 0.017510497487961605*I}
{4.008021782280932, 0.9608907809716379 + 0.018043815891504084*I}
{4.00894108661061, 0.9540639416292978 + 0.018119108217822557*I}
{4.009936481931277, 0.946563988773416 + 0.01762780126222319*I}
{4.0110119511828906, 0.9384224907437535 + 0.01645905266168569*I}
{4.012171568898606, 0.9296904828047832 + 0.014503150208937915*I}
{4.013419500851852, 0.9204388309053725 + 0.0116552068575103*I}
{4.014760003786985, 0.9107578285599385 + 0.0078189950933083*I}
{4.016197425238942, 0.9007559916520613 + 0.0029107465865769486*I}
{4.017736203447363, 0.8905580590143205 - 0.003137264027826453*I}
{4.0193808673705815, 0.8803022505245008 - 0.010373528002029586*I}
{4.021136036804924, 0.8701368759560589 - 0.01882466508602028*I}
{4.023006422614737, 0.8602164239504952 - 0.0284934753037137*I}
{4.024996827078543, 0.8506972887758244 - 0.03935778143411847*I}
{4.027112144356737, 0.8417333112479823 - 0.05137012424547215*I}
{4.029357361086243, 0.8334713183967839 - 0.0644583302443841*I}
{4.031737557107532, 0.8260468440774379 - 0.07852692949913527*I}
{4.03425790632944, 0.819580200467343 - 0.09345936165051819*I}
{4.036923677737223, 0.8141730496015759 - 0.109120873805589*I}
{4.039740236549314, 0.8099055966205565 - 0.125361986346509*I}
{4.042713045528288, 0.8068344943418526 - 0.14202238288811794*I}
{4.04584766645157, 0.8049915143249253 - 0.15893506916642727*I}
{4.049149761747469, 0.8043830048885371 - 0.175930642434754*I}
{4.05262509630221, 0.8049901234578746 - 0.1928415173848912*I}
{4.056279539443648, 0.8067698007316484 - 0.20950596570961555*I}
{4.060119067107526, 0.8096563686567873 - 0.22577184292624058*I}
{4.064149764192138, 0.8135637638667926 - 0.24149989659045876*I}
{4.068377827107431, 0.8183882034773543 - 0.25656657311278025*I}
{4.072809566524719, 0.8240112209857748 - 0.2708662646726031*I}
{4.077451410333255, 0.8303029462381102 - 0.2843129619641233*I}
{4.082309906810166, 0.8371255145250202 - 0.2968413016411854*I}
{4.087391728010344, 0.8443364951922389 - 0.3084070185013792*I}
{4.0927036733831645, 0.8517922389490958 - 0.31898683102942454*I}
{4.0982526736230565, 0.8593510545276881 - 0.32857780448710916*I}
{4.104045794761242, 0.8668761386882142 - 0.33719624807102544*I}
{4.110090242506189, 0.8742381980266528 - 0.3448762117133809*I}
{4.116393366840638, 0.8813177159339999 - 0.35166765397359934*I}
{4.122962666883355, 0.8880068327860164 - 0.3576343553720175*I}
{4.129805796024092, 0.8942108215134607 - 0.36285165174846373*I}
{4.136930567340654, 0.8998491537233627 - 0.3674040601403698*I}
{4.144344959307283, 0.9048561632216015 - 0.37138286565041717*I}
{4.152057121804065, 0.9091813239301003 - 0.37488373220489046*I}
{4.16007538243749, 0.9127891676877231 - 0.3780043933751372*I}
{4.168408253182765, 0.9156588742355127 - 0.38084247190857995*I}
{4.177064437359042, 0.9177835708389575 - 0.38349346862422823*I}
{4.1860528369492505, 0.9191693825665911 - 0.3860489531647374*I}
{4.19538256027682, 0.9198342763372694 - 0.3885949810159363*I}
