{3.`32., Around[0.07259442231980867, 0.001683674488905551]}
{3.5`32., Around[1.2629831891983425, 0.00004657407285502124]}
{4.`32., Around[2.6613854419012224, 0.00006585655192803408]}
{4.5`32., Around[3.750220985216913, 0.0010479066351611888]}
{5.`32., Around[4.34446916747743, 0.011963637180495645]}
{5.5`32., Around[4.504700531820139, 0.11318313121743007]}
{6.`32., Around[4.195594510413281, 0.08540101209064987]}
{6.5`32., Around[3.671155524445119, 0.1264282646726369]}
{7.`32., Around[3.134256494985616, 0.2944381929705622]}
{7.5`32., Around[9.757794044488476, 1.3507494867864143]}
{8.`32., Around[19.097896777527648, 3.969684440153423]}
{8.5`32., Around[29.179660037811146, 7.059321714915592]}
{9.`32., Around[37.13956193849005, 9.455071653065634]}
{9.5`32., Around[38.19720664943329, 9.352143897887638]}
{10.`32., Around[41.40212860097604, 7.298802232802462]}
