{3.`32., -4.17311882795597*^-11}
{3.5`32., -2.5612425492527587*^-11}
{4.`32., -2.724554088075486*^-11}
{4.5`32., -3.3692352715111646*^-11}
{5.`32., -4.51344559821155*^-11}
{5.5`32., Around[0.15145557290152645, 0.00040706068146746655]}
{6.`32., Around[0.4198103289873918, 0.04245618736320586]}
{6.5`32., Around[0.8043893485116081, 0.16314229718979933]}
{7.`32., Around[0.46550452980357676, 0.06890165650991437]}
{7.5`32., Around[0.22920605597165616, 0.03021644102800257]}
{8.`32., Around[0.10252169516292979, 0.010114700399407511]}
{8.5`32., Around[0.04699621509421993, 0.0034461068875060417]}
{9.`32., Around[0.021960483640261645, 0.001589268880574703]}
{9.5`32., Around[0.16553000048478742, 0.017043689438724974]}
{10.`32., Around[0.2487834181478723, 0.029131910468041103]}
