{3.`32., Around[6.141049825274882, 0.45533840968948835]}
{3.5`32., Around[7.1635942293422, 0.582903265096594]}
{4.`32., Around[7.173689422542446, 0.715629854105936]}
{4.5`32., Around[6.483518140356981, 0.8076325473904586]}
{5.`32., Around[5.390816774167869, 0.7759481634951229]}
{5.5`32., Around[9.466393605117386, 1.176400061651833]}
{6.`32., Around[13.571338689878841, 1.856122088548494]}
{6.5`32., Around[17.407152443965742, 3.92265284350177]}
{7.`32., Around[10.941151872936555, 2.416970372108196]}
{7.5`32., Around[6.7501771492939895, 1.4615822029818641]}
{8.`32., Around[4.081836958922576, 0.8854879748897682]}
{8.5`32., Around[2.1296531142781654, 0.4854762320348831]}
{9.`32., Around[1.0639673265487841, 0.20193361999408282]}
{9.5`32., Around[0.6738498016013468, 0.07601410472884701]}
{10.`32., Around[0.5487846381015891, 0.06439726207961705]}
