{3.`32., Around[6.1651872867779645, 0.4050575983070641]}
{3.5`32., Around[7.226303394082884, 0.5424186314308326]}
{4.`32., Around[7.305947334710108, 0.7242087234824539]}
{4.5`32., Around[6.6122719926794495, 0.8000446387009452]}
{5.`32., Around[5.575972934600068, 0.8164684514351448]}
{5.5`32., Around[10.052695905392447, 1.4469375599395669]}
{6.`32., Around[14.36920298666013, 2.154586757706374]}
{6.5`32., Around[19.712359270283578, 5.321585996379684]}
{7.`32., Around[13.978033720286842, 3.906046844243355]}
{7.5`32., Around[8.576968998871287, 2.537164855738945]}
{8.`32., Around[5.556229025119288, 1.6556956542859447]}
{8.5`32., Around[3.141868724036247, 0.9599807541340257]}
{9.`32., Around[1.4662060556661645, 0.5392581705957966]}
{9.5`32., Around[0.8679612982860503, 0.16286404608760985]}
{10.`32., Around[0.6940322267076541, 0.1329021136266606]}
