{3.`32., Around[0.07169275806912083, 0.0005260929636785733]}
{3.5`32., Around[1.2629446739826848, 5.852575967302265*^-6]}
{4.`32., Around[2.6613464745783344, 0.000011020392060689943]}
{4.5`32., Around[3.7493911782949967, 0.00012250285906745262]}
{5.`32., Around[4.334094258392682, 0.000935456292124659]}
{5.5`32., Around[4.445596460976841, 0.03701763118708756]}
{6.`32., Around[4.160876992877789, 0.028247862117670497]}
{6.5`32., Around[3.6385809598948584, 0.05591134730803393]}
{7.`32., Around[3.04004576859289, 0.1233960187528449]}
{7.5`32., Around[9.122873734850389, 0.4236027628701784]}
{8.`32., Around[16.947061149070798, 1.0067189403490149]}
{8.5`32., Around[25.49270612522035, 1.8774106209111459]}
{9.`32., Around[34.5683801643973, 3.9547246930407844]}
{9.5`32., Around[38.977479601808824, 5.174185995657144]}
{10.`32., Around[51.5622400107309, 12.86224969241984]}
