{3.`32., Around[0.07163491874633354, 0.0007108029189268547]}
{3.5`32., Around[1.2629544079271136, 0.000017598824261555457]}
{4.`32., Around[2.6613412653954294, 8.6226315985094*^-6]}
{4.5`32., Around[3.7494793800913673, 0.00024122899495027106]}
{5.`32., Around[4.335605098255106, 0.00267448661684222]}
{5.5`32., Around[4.467065225180155, 0.0714598756519238]}
{6.`32., Around[4.164868594452475, 0.0384945551374023]}
{6.5`32., Around[3.641515420852355, 0.06742570981575269]}
{7.`32., Around[3.105489433435294, 0.20114040857219795]}
{7.5`32., Around[9.150017990144757, 0.5071796610915893]}
{8.`32., Around[16.678336848766843, 0.8914379717514507]}
{8.5`32., Around[24.83111262567863, 1.6270632118411115]}
{9.`32., Around[36.67718406539924, 7.0957840831683665]}
{9.5`32., Around[41.369920989387026, 9.953536265684226]}
{10.`32., Around[55.27619031960792, 17.884281578987867]}
