{3.`32., Around[0.07179416916228754, 0.0006433460412440181]}
{3.5`32., Around[1.262952253321159, 0.000013536500154898157]}
{4.`32., Around[2.661342578873964, 9.472618204942052*^-6]}
{4.5`32., Around[3.7494324863802504, 0.00018652270151098271]}
{5.`32., Around[4.33456064687746, 0.0014769773885325854]}
{5.5`32., Around[4.465284997174575, 0.0579490418541555]}
{6.`32., Around[4.158982196765329, 0.03054653468572921]}
{6.5`32., Around[3.6326991421942205, 0.05553517923800366]}
{7.`32., Around[3.0542289578340807, 0.14401988411338307]}
{7.5`32., Around[9.150019900489863, 0.47198802419442476]}
{8.`32., Around[16.81664912236289, 0.936376886164858]}
{8.5`32., Around[25.1686480039377, 1.696663368201122]}
{9.`32., Around[34.270816726965066, 4.188966164612371]}
{9.5`32., Around[39.333646260356346, 6.526300750738088]}
{10.`32., Around[54.880419087809, 16.910998127692142]}
