{3.`32., -3.067016390437725*^-11}
{3.5`32., -6.500398643958577*^-11}
{4.`32., -2.6049669383549416*^-11}
{4.5`32., -5.895441646146286*^-11}
{5.`32., -5.2514954145303165*^-11}
{5.5`32., Around[0.15172882115266484, 0.0004256279066695984]}
{6.`32., Around[0.38290184559458695, 0.0036631600813926968]}
{6.5`32., Around[0.8664928616592442, 0.2170828809986644]}
{7.`32., Around[0.7998853913632971, 0.22907781354292517]}
{7.5`32., Around[0.4464183316885984, 0.12795144666814579]}
{8.`32., Around[0.22557957749531454, 0.06533402007237527]}
{8.5`32., Around[0.11051646168194895, 0.03147993704806878]}
{9.`32., Around[0.05260468233341038, 0.013116248691771304]}
{9.5`32., Around[0.165245191319676, 0.010455742750190122]}
{10.`32., Around[0.32807877518052453, 0.06558750162304455]}
