{3.`32., Around[6.1911087939565, 0.6178763588000504]}
{3.5`32., Around[7.24461686969401, 0.7709757451620605]}
{4.`32., Around[7.084890122355388, 0.8511746762877466]}
{4.5`32., Around[6.265114093616024, 0.8682465622726965]}
{5.`32., Around[5.082015329993626, 0.766544844181893]}
{5.5`32., Around[8.777363654279512, 1.1181998506370592]}
{6.`32., Around[13.157201994568059, 2.422310841817775]}
{6.5`32., Around[13.827821465668638, 2.327732247490556]}
{7.`32., Around[7.756244225800513, 1.1097187264640471]}
{7.5`32., Around[4.460708838863081, 0.7268298338806587]}
{8.`32., Around[2.4456600144751777, 0.31633104256621336]}
{8.5`32., Around[1.2206257332462807, 0.09544792384982248]}
{9.`32., Around[0.5316758443411583, 0.03261479872576434]}
{9.5`32., Around[0.4910828599103876, 0.0447314486941863]}
{10.`32., Around[0.4316941125847714, 0.034625301360462185]}
