{3.`32., Around[0.9709421124986445, 0.11744833590351111]}
{3.5`32., Around[1.0401777856916423, 0.1293336910989477]}
{4.`32., Around[0.9451438454946407, 0.13226220377972997]}
{4.5`32., Around[0.7744638193858389, 0.11697983899905634]}
{5.`32., Around[0.5721215612474784, 0.07910501487643568]}
{5.5`32., Around[0.3865803691475457, 0.042175122323044184]}
{6.`32., Around[0.2568461857058626, 0.014242093088071645]}
{6.5`32., Around[0.18526318685329446, 0.0045449496234632875]}
{7.`32., Around[0.15499169953645586, 0.012194793711517354]}
{7.5`32., Around[0.6778297019706443, 0.02775813957552159]}
{8.`32., Around[1.419028342368738, 0.0416587284239891]}
{8.5`32., Around[2.3215418965477808, 0.08974517288619377]}
{9.`32., Around[4.01904465519034, 0.9474261619980067]}
{9.5`32., Around[4.839928280471929, 1.431024961806923]}
{10.`32., Around[6.433655260479879, 2.0922870964572304]}
