{3.`32., Around[6.2267225310138965, 0.40158740092096146]}
{3.5`32., Around[7.259050653740326, 0.4979288534206323]}
{4.`32., Around[7.409889021334699, 0.6996708211855807]}
{4.5`32., Around[6.718492022671703, 0.7879299446293899]}
{5.`32., Around[5.7206287511187615, 0.8405654232137261]}
{5.5`32., Around[10.339898035624458, 1.4818234053364217]}
{6.`32., Around[14.779965675989956, 2.2475025466998346]}
{6.5`32., Around[20.293302131557887, 5.442439982656743]}
{7.`32., Around[15.685478840774474, 4.537774740524766]}
{7.5`32., Around[9.829523272853379, 2.870936599433823]}
{8.`32., Around[6.254081437897003, 2.0035380021657194]}
{8.5`32., Around[3.7646859431184376, 1.1842427082142832]}
{9.`32., Around[1.660975094472278, 0.6217364146135237]}
{9.5`32., Around[1.006790692435605, 0.21149278695298068]}
{10.`32., Around[0.7921519036008844, 0.16951442774001252]}
