{3.`32., Around[0.6787001287280279, 0.06160723540353996]}
{3.5`32., Around[0.6950199505699488, 0.06537159923229213]}
{4.`32., Around[0.5679211631410981, 0.0702807192663997]}
{4.5`32., Around[0.4303963563804031, 0.05350115522482271]}
{5.`32., Around[0.31980478419285485, 0.027487897779393672]}
{5.5`32., Around[0.23725092911619178, 0.005199400511180369]}
{6.`32., Around[0.2032095990450299, 0.011223131270630016]}
{6.5`32., Around[0.17290219555101993, 0.009712449564728096]}
{7.`32., Around[0.12715914989500182, 0.00276351781901079]}
{7.5`32., Around[0.5993851304436244, 0.02349058209772026]}
{8.`32., Around[-5.963538963066652*^11, 5.963538963079767*^11]}
{8.5`32., Around[1.8086484774431764, 0.2856004448576429]}
{9.`32., Around[1.0572520763548182*^16, 1.0572520763548178*^16]}
{9.5`32., Around[1.931240819714891, 0.8648601191052627]}
{10.`32., Around[1.2402116406967334, 0.6913043477016056]}
