{3.`32., -6.374096953217844*^-11}
{3.5`32., -2.479800697454796*^-11}
{4.`32., -6.169531095667598*^-11}
{4.5`32., -4.1852218179585955*^-11}
{5.`32., -3.3864926960145444*^-11}
{5.5`32., Around[0.15113317987620908, 0.0003867998312756249]}
{6.`32., Around[0.45538304252840955, 0.08034974943890508]}
{6.5`32., Around[0.5964150866807645, 0.06671575788907996]}
{7.`32., Around[0.29157548276127243, 0.023830158614987967]}
{7.5`32., Around[0.13357252501404265, 0.013063855210146004]}
{8.`32., Around[0.059738801710474784, 0.0033339687828235903]}
{8.5`32., Around[0.02864888674539189, 0.0015574313027879073]}
{9.`32., Around[0.01387667280541394, 0.0015669569032084633]}
{9.5`32., Around[0.16481796062868648, 0.022316211478239867]}
{10.`32., Around[0.2190454595854761, 0.03177976116176695]}
